,original_title,ISBN,ISSN,DOI,URLs,Proceedings title,Abstract,Authors,Journal,Publication year,Date published,URLs,title,keep_title
151,Software Power Estimation Using IPI(Inter-Prefetch Interval) Power Model for Advanced off-the-Shelf Processor,"9,7816E+12",,10.1145/1228784.1228923,https://doi.org/10.1145/1228784.1228923;http://dx.doi.org/10.1145/1228784.1228923,Proceedings of the 17th ACM Great Lakes Symposium on VLSI,"This paper addresses a problem of modeling the power consumption of advanced off-the-shelf processors. Unlike existing methods for processor power estimation, where the internal information of processor architecture such as activation of specfic modules such as pipeline stages, etc.) is available via simulation or runtime counters, power modeling method presented in this paper is to estimate the power consumption of complex off-the-shelf RISC processor without such a detailed information, only based on the information of the processor I/O signals (i.e memory access). To tackle this problem, we propose a new power model, called IPI(Instruction-Prefetch Interval) power model. The IPI represents the time interval between two consecutive instruction prefetchs. Our model has two major advantages. First, this model can consider prefetch mechanism. Most of advanced RISC processors have prefetch mechanism which makes processor power estimation difficult. IPI model is the first approach to model prefetch mechanism in processor power estimation. Second, this model can provide power variation in time and therefore it overcomes the limitation of previous work, such as instruction-level energy model. Experiments show that the proposed model yields 96% accuracy on theaverage in case of ARM1136JF-S test chip.","Kang K,Kim J,Shim H,Kyung CM",,2007,2007,https://doi.org/10.1145/1228784.1228923;http://dx.doi.org/10.1145/1228784.1228923,software power estimation using ipi inter prefetch interval power model for advanced off the shelf processor,1
152,An Environment for Automated Power Measurements on Mobile Computing Platforms,"9,78145E+12",,10.1145/2498328.2500064,https://doi.org/10.1145/2498328.2500064;http://dx.doi.org/10.1145/2498328.2500064,Proceedings of the 51st ACM Southeast Conference,"Mobile computing devices such as smartphones, tablet computers, and e-readers have become the dominant personal computing platforms. Energy efficiency is a prime design requirement for mobile device manufacturers and smart application developers alike. Runtime power measurements on mobile platforms provide insights that can eventually lead to more energy-efficient operation. In this paper we describe mPowerProfile - an environment for automated power measurements of programs running on a mobile development platform. We discuss mPowerProfile's main functions and its utilization in several example studies based on the Pandaboard and Raspberry Pi platforms.","Milosevic M,Dzhagaryan A,Jovanov E,Milenkovi? A",,2013,2013,https://doi.org/10.1145/2498328.2500064;http://dx.doi.org/10.1145/2498328.2500064,an environment for automated power measurements on mobile computing platforms,1
153,Computational and Storage Power Optimizations for the O-GEHL Branch Predictor,"9,7816E+12",,10.1145/1242531.1242549,https://doi.org/10.1145/1242531.1242549;http://dx.doi.org/10.1145/1242531.1242549,Proceedings of the 4th International Conference on Computing Frontiers,"In recent years, highly accurate branch predictors have been proposed primarily for high performance processors. Unfortunately such predictors are extremely energy consuming and in some cases not practical as they come with excessive prediction latency. One example of such predictors is the O-GEHL predictor. To achieve high accuracy, O-GEHL relies on large tables and extensive computations and requires high energy and long prediction delay.In this work we propose power optimization techniques that aim at reducing both computational complexity and storage size for the O-GEHL predictor. We show that by eliminating unnecessary data from computations, we can reduce both predictor's energy consumption and delay. Moreover, we apply information theory findings to remove redundant storage, without any significant accuracy penalty. We reduce the dynamic and static power dissipated in the computational parts of the predictor by up to 74% and 65% respectively. Meantime we improve performance by up to 12% as we make faster prediction possible.","Aasaraai K,Baniasadi A,Atoofian E",,2007,2007,https://doi.org/10.1145/1242531.1242549;http://dx.doi.org/10.1145/1242531.1242549,computational and storage power optimizations for the o gehl branch predictor,1
154,Early Power Estimation of CUDA-Based CNNs on GPGPUs: Work-in-Progress,"9,78145E+12",,10.1145/3478684.3479255,https://doi.org/10.1145/3478684.3479255;http://dx.doi.org/10.1145/3478684.3479255,Proceedings of the 2021 International Conference on Hardware/Software Codesign and System Synthesis,"The increasing application of Machine Learning (ML) techniques in the Internet of Things (IoT) devices has led designers to leverage ML accelerators like GPGPUs in such devices. However, choosing the most appropriate accelerator for such IoT devices is very challenging as they commonly should adhere to tight constraints e.g., low power consumption, long battery lifetime, and low cost of the final products. As a consequence, designing such application-specific IoT devices becomes a non-trivial and difficult task. In this paper, we present a novel approach to estimate power consumption of CUDA-based Convolutional Neural Networks (CNNs) on GPGPUs in the design phase. Our approach is able to provide designers with an early prediction of CNNs power consumption up to an absolute error of less than 2% in comparison to the real hardware execution.","Metz CA,Goli M,Drechsler R",,2021,2021,https://doi.org/10.1145/3478684.3479255;http://dx.doi.org/10.1145/3478684.3479255,early power estimation of cuda based cnns on gpgpus work in progress,1
155,The Power of System Call Traces: Predicting the Software Energy Consumption Impact of Changes,,,,,Proceedings of 24th Annual International Conference on Computer Science and Software Engineering,"Battery is a critical resource for smartphones. Software developers as the builders and maintainers of applications, are responsible for updating and deploying energy efficient applications to end users. Unfortunately, the impact of software change on energy consumption is still unclear. Estimation based on software metrics has proved difficult. As energy consumption profiling requires special infrastructure, developers have difficulty assessing the impact of their actions on energy consumption. System calls are the interface between applications and the OS kernel and provide insight into how software utilizes hardware and software resources. As profiling system calls requires no specialized infrastructure, unlike energy consumption, it is much easier for the developers to track changes to system calls. Thus we relate software change to energy consumption by tracing the changes in an application's pattern of system call invocations. We find that significant changes to system call profiles often induce significant changes in energy consumption.","Aggarwal K,Zhang C,Campbell JC,Hindle A,Stroulia E",,2014,2014,,the power of system call traces predicting the software energy consumption impact of changes,1
156,Towards Neural Hardware Search: Power Estimation of CNNs for GPGPUs with Dynamic Frequency Scaling,"9,78145E+12",,10.1145/3551901.3556481,https://doi.org/10.1145/3551901.3556481;http://dx.doi.org/10.1145/3551901.3556481,Proceedings of the 2022 ACM/IEEE Workshop on Machine Learning for CAD,"Machine Learning (ML) algorithms are essential for emerging technologies such as autonomous driving and application-specific Internet of Things(IoT) devices. Convolutional Neural Network(CNN) is one of the major techniques used in such systems. This leads to leveraging ML accelerators like GPGPUs to meet the design constraints. However, GPGPUs have high power consumption, and selecting the most appropriate accelerator requires Design Space Exploration(DSE), which is usually time-consuming and needs high manual effort. Neural Hardware Search(NHS) is an upcoming approach to automate the DSE for Neural Networks. Therefore, automatic approaches for power, performance, and memory estimations are needed.In this paper, we present a novel approach, enabling designers to fast and accurately estimate the power consumption of CNNs inferencing on GPGPUs with Dynamic Frequency Scaling(DFS) in the early stages of the design process. The proposed approach uses static analysis for feature extraction and Random Forest Tree regression analysis for predictive model generation. Experimental results demonstrate that our approach can predict the CNNs power consumption with a Mean Absolute Percentage Error(MAPE) of 5.03% compared to the actual hardware.","Metz CA,Goli M,Drechsler R",,2022,2022,https://doi.org/10.1145/3551901.3556481;http://dx.doi.org/10.1145/3551901.3556481,towards neural hardware search power estimation of cnns for gpgpus with dynamic frequency scaling,1
157,Scalability Evaluation of an Energy-Aware Resource Management System for Clusters of Web Servers,"9,78151E+12",,,,Proceedings of the International Symposium on Performance Evaluation of Computer and Telecommunication Systems,"For green cluster computing resource management systems have to be energy-aware. CHERUB is such an energy-aware resource management system which works together with the Linux Virtual Server. Experiments in a small cluster setup with two nodes have shown the benefit of CHERUB. This paper presents necessary design changes to make CHERUB also work in big cluster setups. Our methodological approach is two-fold. First, we present unit measurements to evaluate the scaling of the re-implemented functions. Second, a cluster simulator is presented and validated which makes it possible to test CHERUB for backend clusters of arbitrary size.","Kiertscher S,Schnor B",,2015,2015,,scalability evaluation of an energy aware resource management system for clusters of web servers,1
158,An Experimental Evaluation of Datacenter Workloads on Low-Power Embedded Micro Servers,,2150-8097,10.14778/2947618.2947625,https://doi.org/10.14778/2947618.2947625;http://dx.doi.org/10.14778/2947618.2947625,,"This paper presents a comprehensive evaluation of an ultra-low power cluster, built upon the Intel Edison based micro servers. The improved performance and high energy efficiency of micro servers have driven both academia and industry to explore the possibility of replacing conventional brawny servers with a larger swarm of embedded micro servers. Existing attempts mostly focus on mobile-class micro servers, whose capacities are similar to mobile phones. We, on the other hand, target on sensor-class micro servers, which are originally intended for uses in wearable technologies, sensor networks, and Internet-of-Things. Although sensor-class micro servers have much less capacity, they are touted for minimal power consumption (< 1 Watt), which opens new possibilities of achieving higher energy efficiency in datacenter workloads. Our systematic evaluation of the Edison cluster and comparisons to conventional brawny clusters involve careful workload choosing and laborious parameter tuning, which ensures maximum server utilization and thus fair comparisons. Results show that the Edison cluster achieves up to 3.5x improvement on work-done-per-joule for web service applications and data-intensive MapReduce jobs. In terms of scalability, the Edison cluster scales linearly on the throughput of web service workloads, and also shows satisfactory scalability for MapReduce workloads despite coordination overhead.","Zhao Y,Li S,Hu S,Wang H,Yao S,Shao H,Abdelzaher T",Proc. VLDB Endow.,2016,2016-05,https://doi.org/10.14778/2947618.2947625;http://dx.doi.org/10.14778/2947618.2947625,an experimental evaluation of datacenter workloads on low power embedded micro servers,1
159,Green Tracker: A Tool for Estimating the Energy Consumption of Software,"9,78161E+12",,10.1145/1753846.1753981,https://doi.org/10.1145/1753846.1753981;http://dx.doi.org/10.1145/1753846.1753981,CHI '10 Extended Abstracts on Human Factors in Computing Systems,"The energy consumption of computers has become an important environmental issue. This paper describes the development of Green Tracker, a tool that estimates the energy consumption of software in order to help concerned users make informed decisions about the software they use. We present preliminary results gathered from this system's initial usage. Ultimately the information gathered from this tool will be used to raise awareness and help make the energy consumption of software a more central concern among software developers.","Amsel N,Tomlinson B",,2010,2010,https://doi.org/10.1145/1753846.1753981;http://dx.doi.org/10.1145/1753846.1753981,green tracker a tool for estimating the energy consumption of software,1
161,"Modeling, Measurement and Computer Power","9,78145E+12",,10.1145/1478873.1478967,https://doi.org/10.1145/1478873.1478967;http://dx.doi.org/10.1145/1478873.1478967,"Proceedings of the May 16-18, 1972, Spring Joint Computer Conference","Since the early 1960s the literature reveals increasing concern with effectiveness of information processing systems and our ability to predict influences of system parameters. A recent survey paper discusses methods of performance evaluation related to three practical goals: selection of the best among several existing systems; design of a not-yet existing system; and analysis of an existing accessible system. The classification of goals is useful, but we can point to neither the models nor the measures nor the measurement tools to allow reliable judgments with respect to those three important goals at this time.","Estrin G,Muntz RR,Uzgalis RC",,1971,1971,https://doi.org/10.1145/1478873.1478967;http://dx.doi.org/10.1145/1478873.1478967,modeling measurement and computer power,1
162,The Accuracy of Android Energy Measurements for Offloading Computational Expensive Tasks: Poster,"9,78145E+12",,10.1145/2942358.2942412,https://doi.org/10.1145/2942358.2942412;http://dx.doi.org/10.1145/2942358.2942412,Proceedings of the 17th ACM International Symposium on Mobile Ad Hoc Networking and Computing,"Computational offloading from smartphones into the cloud has proved to be one of useful approaches for improving energy efficiency. To assess the benefit of offloading and decide the most suitable offloading strategies, it is essential to account the energy consumption of smartphones. In this paper, we investigate the accuracy and capabilities of the Android smart battery interface. For comparison, we measure the energy consumption using an oscilloscope. We experimentally investigate the energy consumption of different applications on a modern smartphones including local computation and network communication over WiFi. Our results show that both of methods bring high accuracy. Our work builds the basis for next generation offloading algorithms.","Nguyen QH,Dressler F",,2016,2016,https://doi.org/10.1145/2942358.2942412;http://dx.doi.org/10.1145/2942358.2942412,the accuracy of android energy measurements for offloading computational expensive tasks poster,1
163,Saving Energy on Smartphones through Edge Computing: An Experimental Evaluation,"9,78145E+12",,10.1145/3538393.3544935,https://doi.org/10.1145/3538393.3544935;http://dx.doi.org/10.1145/3538393.3544935,Proceedings of the ACM SIGCOMM Workshop on Networked Sensing Systems for a Sustainable Society,"Edge computing is a network architecture in which computing and storage capabilities are moved at the fringes of the Internet, close to the end-users. The main goal of edge computing is to enable responsive services, thanks to much shorter paths compared to the ones encountered when communicating with remotely positioned cloud servers. In this paper, we report experimental results concerning an overlooked benefit of edge computing: energy is saved on client devices. We carried out an experimental evaluation using both software-based and hardware-based energy estimation methods. Results show that, for HTTP-based communication, the lifetime of a device can be extended significantly when using the edge instead of a remote cloud.","Caiazza C,Luconi V,Vecchio A",,2022,2022,https://doi.org/10.1145/3538393.3544935;http://dx.doi.org/10.1145/3538393.3544935,saving energy on smartphones through edge computing an experimental evaluation,1
166,Estimating Energy Impact of Software Releases and Deployment Strategies: The KPMG Case Study,"9,78151E+12",,10.1109/ESEM.2017.39,https://doi.org/10.1109/ESEM.2017.39;http://dx.doi.org/10.1109/ESEM.2017.39,Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,"Background. Often motivated by optimization objectives, software products are characterized by different subsequent releases and deployed through different strategies. The impact of these two aspects of software on energy consumption has still to be completely understood and can be improved by carrying out ad-hoc analyses for specific software products.Aims. In this research we report on an industrial collaboration aiming at assessing the different impact that releases and deployment strategies of a software product can have on the energy consumption of its underlying hardware infrastructure.Method. We designed and performed an empirical experiment in a controlled environment. Deployment strategies, releases and use case scenarios of an industrial third-party software product were adopted as experimental factors. The use case scenarios were used as a blocking factor and adopted to dynamically load-test the software product. Power consumption and execution time were selected as response variables to measure the energy consumption.Results. We observed that both deployment strategies and software releases significantly influence the energy consumption of the hardware infrastructure. A strong interaction between the two factors was identified. The impact of such interaction highly varied depending on which use case scenario was considered, making the identification of the most frequently adopted use case scenario critical for energy optimisation. The collaboration between industry and academia has been productive for both parties, even if some practitioners manifested low interest/awareness on software energy efficiency.Conclusions. For the software product considered there is no absolute preferable release or deployment strategy with respect to energy efficiency, as the interaction of these factors has to be considered. The number of machines involved in a software deployment strategy does not simply constitute an additive effect of the energy consumption of the underlying hardware infrastructure.","Verdecchia R,Procaccianti G,Malavolta I,Lago P,Koedijk J",,2017,2017,https://doi.org/10.1109/ESEM.2017.39;http://dx.doi.org/10.1109/ESEM.2017.39,estimating energy impact of software releases and deployment strategies the kpmg case study,1
167,Energy Evaluation of Software Implementations of Block Ciphers under Memory Constraints,"9,78398E+12",,,,"Proceedings of the Conference on Design, Automation and Test in Europe","Software implementations of modern block ciphers often require large lookup tables along with code size increasing optimizations like loop unrolling to reach peak performance on general-purpose processors. Therefore, block ciphers are difficult to implement efficiently on embedded devices like cell phones or sensor nodes where run-time memory and program ROM are scarce resources. In this paper we analyze and compare the performance, energy consumption, run-time memory requirements, and code size of the five block ciphers RC6, Rijndael, Serpent, Twofish, and XTEA on the StrongARM SA-1100 processor. Most previous evaluations of block ciphers considered performance as the sole metric of interest and did not care about memory requirements or code size. In contrast to previous work, our study of the performance and energy characteristics of block ciphers has been conducted with ""lightweight"" implementations which restrict the size of lookup tables to 1 kB and also impose constraints on the code size. We found that Rijndael and RC6 can be well optimized for high performance and energy efficiency, while at the same time meeting the demand for low memory (RAM and ROM) footprint. In addition, we discuss the impact of key expansion and modes of operation on the overall performance and energy consumption of each block cipher. Our simulation results show that RC6 is the most energy-efficient block cipher under memory constraints and thus the best choice for resource-restricted devices.","Großschädl J,Tillich S,Rechberger C,Hofmann M,Medwed M",,2007,2007,,energy evaluation of software implementations of block ciphers under memory constraints,1
168,In-Depth Measurement and Analysis on Densification Power Law of Software Execution,"9,78145E+12",,10.1145/2593868.2593878,https://doi.org/10.1145/2593868.2593878;http://dx.doi.org/10.1145/2593868.2593878,Proceedings of the 5th International Workshop on Emerging Trends in Software Metrics,"Measuring software execution is important for many software engineering tasks. In this paper, Densification Power Law (DPL) of software execution is measured and studied as a feature of growing software complexity. Densification means that during a networked system's evolution, it usually becomes denser and the number of edges and nodes grows with a consistent super linear relation. This feature was discovered and reported in 2005. In this paper, based on a measurement of 15 open-source Java programs, we show that when software systems are modeled as a series of dynamic Call Graphs during their executions, they always obey DPL with very close correlation. Then a comparison between static Call Graph and DPL is presented, showing that DPL's properties cannot be derived statically. An explanation for DPL of software execution is given and verified. We believe the universality of DPL makes it an appropriate metric for software execution process.","Qu Y,Zheng Q,Liu T,Li J,Guan X",,2014,2014,https://doi.org/10.1145/2593868.2593878;http://dx.doi.org/10.1145/2593868.2593878,in depth measurement and analysis on densification power law of software execution,1
170,On Energy Debt: Managing Consumption on Evolving Software,"9,78145E+12",,10.1145/3387906.3388628,https://doi.org/10.1145/3387906.3388628;http://dx.doi.org/10.1145/3387906.3388628,Proceedings of the 3rd International Conference on Technical Debt,"This paper introduces the concept of energy debt: a new metric, reflecting the implied cost in terms of energy consumption over time, of choosing a flawed implementation of a software system rather than a more robust, yet possibly time consuming, approach. A flawed implementation is considered to contain code smells, known to have a negative influence on the energy consumption.Similar to technical debt, if energy debt is not properly addressed, it can accumulate an energy ""interest"". This interest will keep increasing as new versions of the software are released, and eventually reach a point where the interest will be higher than the initial energy debt. Addressing the issues/smells at such a point can remove energy debt, at the cost of having already consumed a significant amount of energy which can translate into high costs. We present all underlying concepts of energy debt, bridging the connection with the existing concept of technical debt and show how to compute the energy debt through a motivational example.","Couto M,Maia D,Saraiva J,Pereira R",,2020,2020,https://doi.org/10.1145/3387906.3388628;http://dx.doi.org/10.1145/3387906.3388628,on energy debt managing consumption on evolving software,1
171,GreenOracle: Estimating Software Energy Consumption with Energy Measurement Corpora,"9,78145E+12",,10.1145/2901739.2901763,https://doi.org/10.1145/2901739.2901763;http://dx.doi.org/10.1145/2901739.2901763,Proceedings of the 13th International Conference on Mining Software Repositories,"Software energy consumption is a relatively new concern for mobile application developers. Poor energy performance can harm adoption and sales of applications. Unfortunately for the developers, the measurement of software energy consumption is expensive in terms of hardware and difficult in terms of expertise. Many prior models of software energy consumption assume that developers can use hardware instrumentation and thus cannot evaluate software running within emulators or virtual machines. Some prior models require actual energy measurements from the previous versions of applications in order to model the energy consumption of later versions of the same application.In this paper, we take a big-data approach to software energy consumption and present a model that can estimate software energy consumption mostly within 10% error (in joules) and does not require the developer to train on energy measurements of their own applications. This model leverages a big-data approach whereby a collection of prior applications' energy measurements allows us to train, transmit, and apply the model to estimate any foreign application's energy consumption for a test run. Our model is based on the dynamic traces of system calls and CPU utilization.","Chowdhury SA,Hindle A",,2016,2016,https://doi.org/10.1145/2901739.2901763;http://dx.doi.org/10.1145/2901739.2901763,greenoracle estimating software energy consumption with energy measurement corpora,1
173,Poster: A Novel Computation Offloading Technique for Reducing Energy Consumption of Smart Watch,"9,78145E+12",,10.1145/2938559.2948825,https://doi.org/10.1145/2938559.2948825;http://dx.doi.org/10.1145/2938559.2948825,"Proceedings of the 14th Annual International Conference on Mobile Systems, Applications, and Services Companion",,"Ko J,Lee J,Choi YJ",,2016,2016,https://doi.org/10.1145/2938559.2948825;http://dx.doi.org/10.1145/2938559.2948825,poster a novel computation offloading technique for reducing energy consumption of smart watch,1
175,DeepPM: Transformer-Based Power and Performance Prediction for Energy-Aware Software,"9,78398E+12",,,,"Proceedings of the 2022 Conference & Exhibition on Design, Automation & Test in Europe","Many system-level management and optimization techniques need accurate estimates of power consumption and performance. Earlier research has proposed many high-level/source-level estimation modeling works, particularly for basic blocks. However, most of them still need to execute the target software at least once on a fine-grained simulator or real hardware to extract required features. This paper proposes a performance/power prediction framework, called Deep Power Meter (DeepPM), which estimates them accurately only using the compiled binary. Inspired by the deep learning techniques in natural language processing, we convert the program instructions in the form of vectors and predict the average power and performance of basic blocks based on a transformer model. In addition, unlike existing works based on a Long Short-Term Memory (LSTM) model structure, which only works for basic blocks with a small number of instructions, DeepPM provides highly accurate results for long basic blocks, which takes the majority of the execution time for actual application runs. In our evaluation conducted with SPEC2006 benchmark suite, we show that DeepPM can provide accurate prediction for performance and power consumption with 10.2% and 12.3% error, respectively. DeepPM also outperforms the LSTM-based model by up to 67.2% and 34.9% error for performance and power, respectively.","Shim JS,Han B,Kim Y,Kim J",,2022,2022,,deeppm transformer based power and performance prediction for energy aware software,1
176,SpinSmart: Exploring Optimal Server Fan Speeds to Improve Overall System Energy Consumption,"9,78145E+12",,10.1145/3396851.3402655,https://doi.org/10.1145/3396851.3402655;http://dx.doi.org/10.1145/3396851.3402655,Proceedings of the Eleventh ACM International Conference on Future Energy Systems,"Cost of data centers has risen sharply in the past few years. Today, it represents about 3% of total US energy consumption with projections to increase further in the coming years. In this paper, we focus on the server infrastructure and observe that workload consolidation techniques, which maximize power efficiency of server systems, do not automatically optimize the overall system power efficiency especially when compute engines and the corresponding on-board cooling systems are considered holistically. We design SpinSmart, a framework that explores optimal server fan speeds to minimize the overall system energy consumption. We explore core capping strategies that estimate the desired number of CPU cores to be used at any given time to minimize combined CPU+fan power. Our experimental results show that we are able to achieve 1) energy savings of up to 10% of total energy and 80% of cooling energy when compared to workload consolidation without core capping strategy; 2) cooling energy savings up to 42% when compared to the strategy that randomly assigns jobs to all the servers and cores.","Tian M,Vishwanath A,Venkataramani G,Subramaniam S",,2020,2020,https://doi.org/10.1145/3396851.3402655;http://dx.doi.org/10.1145/3396851.3402655,spinsmart exploring optimal server fan speeds to improve overall system energy consumption,1
178,LEMAX: Learning-Based Energy Consumption Minimization in Approximate Computing with Quality Guarantee,"9,78145E+12",,10.1145/3195970.3196069,https://doi.org/10.1145/3195970.3196069;http://dx.doi.org/10.1145/3195970.3196069,Proceedings of the 55th Annual Design Automation Conference,"Approximate computing aims to trade accuracy for energy efficiency. Various approximate methods have been proposed in the literature that demonstrate the effectiveness of relaxing accuracy requirements in a specific unit. This provides a basis for exploring simultaneous use of multiple approximate units to improve efficiency under guarantees on quality of results. In this paper, we explore the effect of combining multiple approximate units on the energy consumption and identify the best setting that minimizes energy consumption under a quality constraint. Our approach also enables changes in unit configurations throughout the program. To do this effectively, we need a method to examine the combined impact of multiple approximate units on the output quality, and configure individual units accordingly. To solve this problem, we propose LEMAX that uses gradient descent approach to identify the best configuration of the individual approximate units for a given program. We evaluate the efficacy of LEMAX in minimizing the energy consumption of several machine learning applications with varying size (i.e., number of operations) under different quality constraints. Our evaluation shows that the configuration provided by LEMAX for a system with multiple approximate units improves the energy consumption by on average, 97.7%, 83.12%, and 73.95% for quality loss of 5%, 2% and 0.5%, respectively, compared to configurations obtained for a system with a single approximate resource.","Akhlaghi V,Gao S,Gupta RK",,2018,2018,https://doi.org/10.1145/3195970.3196069;http://dx.doi.org/10.1145/3195970.3196069,lemax learning based energy consumption minimization in approximate computing with quality guarantee,1
179,Power: A Tool for Quantitative Evaluation of Software Project Effectiveness,"9,78082E+12",,,,Proceedings of the 7th International Conference on Software Engineering,In this paper a tool for quantitative method of evaluating software projects is presented. This method constitutes the Project Observation Workbench and Evaluation Reportor (POWER). A representative project evaluation with POWER is presented to demonstrate its application.,"Evans MW,Picinich LM",,1984,1984,,power a tool for quantitative evaluation of software project effectiveness,1
180,The Cost of Virtue: Reward as Well as Feedback Are Required to Reduce User ICT Power Consumption,"9,78145E+12",,10.1145/2602044.2602063,https://doi.org/10.1145/2602044.2602063;http://dx.doi.org/10.1145/2602044.2602063,Proceedings of the 5th International Conference on Future Energy Systems,"We show that students in a school lab environment will change their behaviour to be more energy efficient, when appropriate incentives are in place, and when measurement-based, real-time feedback about their energy usage is provided. Rewards incentivise `non-green' users to be `green' as well as encouraging those users who already claim to be `green'. Measurement-based feedback improves user energy awareness and helps users to explore and adjust their use of computers to become `greener', but is not sufficient by itself. In our measurements, weekly mean group energy use as a whole reduced by up to 16%; and weekly individual user energy consumption reduced by up to 56% during active use. The findings are drawn from our longitudinal study that involved 83 Computer Science students; lasted 48 weeks across 2 academic years; monitored a total of 26778 hours of active computer use; collected approximately 2TB of raw data.","Yu Y,Bhatti SN",,2014,2014,https://doi.org/10.1145/2602044.2602063;http://dx.doi.org/10.1145/2602044.2602063,the cost of virtue reward as well as feedback are required to reduce user ict power consumption,1
181,Products Go Green: Worst-Case Energy Consumption in Software Product Lines,"9,78145E+12",,10.1145/3106195.3106214,https://doi.org/10.1145/3106195.3106214;http://dx.doi.org/10.1145/3106195.3106214,Proceedings of the 21st International Systems and Software Product Line Conference - Volume A,"The optimization of software to be (more) energy efficient is becoming a major concern for the software industry. Although several techniques have been presented to measure energy consumption for software, none has addressed software product lines (SPLs). Thus, to measure energy consumption of a SPL, the products must be generated and measured individually, which is too costly.In this paper, we present a technique and a prototype tool to statically estimate the worst case energy consumption for SPL. The goal is to provide developers with techniques and tools to reason about the energy consumption of all products in a SPL, without having to produce, run and measure the energy in all of them.Our technique combines static program analysis techniques and worst case execution time prediction with energy consumption analysis. This technique analyzes all products in a feature-sensitive manner, that is, a feature used in several products is analyzed only once, while the energy consumption is estimated once per product.We implemented our technique in a tool called Serapis. We did a preliminary evaluation using a product line for image processing implemented in C. Our experiments considered 7 products from such line and our initial results show that the tool was able to estimate the worst-case energy consumption with a mean error percentage of 9.4% and standard deviation of 6.2% when compared with the energy measured when running the products.","Couto M,Borba P,Cunha J,Fernandes JP,Pereira R,Saraiva J",,2017,2017,https://doi.org/10.1145/3106195.3106214;http://dx.doi.org/10.1145/3106195.3106214,products go green worst case energy consumption in software product lines,1
183,SWEEP: Evaluating Computer System Energy Efficiency Using Synthetic Workloads,"9,78145E+12",,10.1145/1944862.1944886,https://doi.org/10.1145/1944862.1944886;http://dx.doi.org/10.1145/1944862.1944886,Proceedings of the 6th International Conference on High Performance and Embedded Architectures and Compilers,"Energy efficiency is a key design concern in contemporary processor and system design, in the embedded domain as well as in the enterprise domain. The focus on energy efficiency has led to a number of power benchmarking methods recently. For example, EEMBC released EnergyBench and SPEC released SPECpower to quantify a system's energy efficiency; also academics have proposed power benchmarks, such as JouleSort. A major limitation for each of these proposals is that they are tied to a specific benchmark, and hence, they provide limited insight with respect to why one system may be more energy-efficient than another.This paper proposes SWEEP, Synthetic Workloads for Energy Efficiency and Performance evaluation, a framework for generating synthetic workloads with specific behavioral characteristics. We employ SWEEP to generate a wide range of synthetic workloads while varying the instruction mix, ILP, memory access patterns, and I/O-intensiveness; and we use SWEEP to evaluate the energy efficiency of commercial computer systems across the workload space and learn about how the energy efficiency of a computer system is tied to its workload's characteristics.This paper also presents the Energy-Delay Diagram (EDD), a novel method for visualizing energy efficiency. The EDD clearly illustrates the energy versus performance trade-off, and provides more intuitive insight than the traditionally used EDP and ED2P metrics.","Du Bois K,Schaeps T,Polfliet S,Ryckbosch F,Eeckhout L",,2011,2011,https://doi.org/10.1145/1944862.1944886;http://dx.doi.org/10.1145/1944862.1944886,sweep evaluating computer system energy efficiency using synthetic workloads,1
184,SEFLab: A Lab for Measuring Software Energy Footprints,"9,78147E+12",,,,Proceedings of the 2nd International Workshop on Green and Sustainable Software,"Hardware dissipates energy because software tells it to. But attributing hardware energy usage to particular software functions is complicated due to distribution, resource sharing, and layering of software. To enable research on energy usage attribution, we have created the Software Energy Footprint Lab. We explain the experimental setup offered by the lab and the measurement and analysis methodology that it supports. We also describe some preliminary results aimed at deciphering hardware dissipation profiles for various types of servers under various forms of software stress. Finally, we provide an outlook of how energy footprint measurements can contribute to a body of knowledge on software-level energy optimization.","Ferreira MA,Hoekstra E,Merkus B,Visser B,Visser J",,2013,2013,,seflab a lab for measuring software energy footprints,1
