,original_title,result_id,publication_info_summary,link,title,keep_title,count
4421,Carbon dioxide emissions prediction of five Middle Eastern countries using artificial neural networks,s3zHo-Xi3yIJ,"MH Ahmadi, H Jashnani, KW Chau… - Energy Sources, Part …, 2019 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/15567036.2019.1679914,carbon dioxide emissions prediction of five middle eastern countries using artificial neural networks,1,1
4429,REDUCING ENERGY CONSUMPTION IN PRESSURIZED IRRIGATION NETWORKS USING NEURAL NETWORKS-SOMS CLUSTERING TECHNIQUE,0tymTVT9t_0J,"AM ABDELRAZEK, EM KHALIL, FA EL-FITIANY… - iahrapd2020.xsrv.jp",https://iahrapd2020.xsrv.jp/proceedings/pdf/5-3-1.pdf,reducing energy consumption in pressurized irrigation networks using neural networks soms clustering technique,1,1
4432,… Architecture Provides a Model for Improving Power Consumption Based on Distributed Sensor Networks Using Neural Networks and Learning Automaton,dFouUuXKB-QJ,"O Hesad, O Bagherpour, M Abdali… - … AND DIGITAL MEDIA … - researchgate.net",https://www.researchgate.net/profile/Naghme-Dashti/publication/370051070_SLDPSO_Improving_Independent_Task_Scheduling_on_Cloud_Computing_Environment_through_Symmetrical_Load_Distribution_Based_on_PSO_Algorithm/links/643bc66de881690c4bda3c3a/SLDPSO-Improving-Independent-Task-Scheduling-on-Cloud-Computing-Environment-through-Symmetrical-Load-Distribution-Based-on-PSO-Algorithm.pdf#page=243,architecture provides a model for improving power consumption based on distributed sensor networks using neural networks and learning automaton,1,1
4433,Forecasting Electrical Energy Consumption using Artificial Neural Networks,KsIWeSazBJcJ,A Sengupta - academia.edu,https://www.academia.edu/download/61306395/forecasting-electrical-energy-consumption-using-IJERTV8IS11015220191122-71443-1r2yc1h.pdf,forecasting electrical energy consumption using artificial neural networks,1,1
4434,Forecasting energy consumption: Fundamental modeling using classical statistics and neural networks,9OGs1Tqe_KoJ,"C Hüsselmann - … Research Proceedings 1995: Selected Papers of …, 2013 - books.google.com",https://books.google.com/books?hl=en&lr=&id=EL3TBgAAQBAJ&oi=fnd&pg=PA282&dq=(%22neural+networks%22)+%2B+(consumption%7Cpredict%7Cprediction%7Cpredicting)+%2B+(energy%7Cpower%7C%22environmental+impact%22%7C%22carbon+footprint%22%7C%22carbon+emissions%22%7C%22carbon+impact%22)+-wind+-building+-buildings+-vehicles+-homes+-ships+-solar+-photovoltaic+-vehicle&ots=xxPX_7--bO&sig=5-6vMkhnf0ywSgWbsKEOT3-nfZs,forecasting energy consumption fundamental modeling using classical statistics and neural networks,1,2
4436,Prediction of power peak factor using artificial neural networks,-dsnU1EIHm0J,"RMGP Souza, JML Moreira - 2007 - osti.gov",https://www.osti.gov/etdeweb/biblio/21071460,prediction of power peak factor using artificial neural networks,1,2
4438,PREDICTION OF POWER PEAK FACTOR USING ARTIFICIAL NEURAL NETWORKS,hPhY67gUBEMJ,"RMG do Prado Souza, JML Moreira - ipen.br",https://www.ipen.br/biblioteca/cd/inac/2007/pdf_dvd/R01_1656.pdf,prediction of power peak factor using artificial neural networks,1,2
4440,Retraction Note to: Artificial neural networks for prediction Charpy impact energy of Al6061/SiCp-laminated nanocomposites,5NJOTX6sfokJ,"A Nazari, VR Abdinejad - Neural Computing & Applications, 2020 - search.proquest.com",https://search.proquest.com/openview/fe6a8dc6ed77522ef0f4e59d36c279de/1?pq-origsite=gscholar&cbl=2043988,retraction note to artificial neural networks for prediction charpy impact energy of al sicp laminated nanocomposites,1,1
4441,Memristive Neural Networks: Zeolite‐Based Memristive Synapse with Ultralow Sub‐10‐fJ Energy Consumption for Neuromorphic Computation (Small 13/2021),oTY8tWfpWL8J,"T Zeng, X Zou, Z Wang, G Yu, Z Yang, H Rong… - Small, 2021 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.202170057,memristive neural networks zeolite based memristive synapse with ultralow sub fj energy consumption for neuromorphic computation small,1,1
4443,An Improved Ensemble Neural Networks Model for Prediction of Pushboat Shaft Power,83rww1ZqfqQJ,"A Radonjic, Z Hrle, V Colic - Second International Conference on …, 2014 - researchgate.net",https://www.researchgate.net/profile/Aleksandar-Radonjic-2/publication/282332982_An_improved_ensemble_neural_networks_model_for_prediction_of_pushboat_shaft_power/links/56cf326d08ae85c82344883b/An-improved-ensemble-neural-networks-model-for-prediction-of-pushboat-shaft-power,an improved ensemble neural networks model for prediction of pushboat shaft power,1,1
4447,Computational cost reduction of the simulation-based optimization process using neural networks applied to an energy consumption problem with artificial …,AwBL20dXVNwJ,"MA da Silva, IP Vergínio, R de Paula Garcia, JC Carlo - researchgate.net",https://www.researchgate.net/profile/Mario-Silva-26/publication/365362351_ENTAC_2022/links/63722a0037878b3e87aeaa5c/ENTAC-2022.pdf,computational cost reduction of the simulation based optimization process using neural networks applied to an energy consumption problem with artificial,1,1
4452,Investigation into the Predictive Power of Artificial Neural Networks and Logistic Regression for Predicting Default in Chit Funds,NoAuMEVf3RcJ,C Kerrigan - 2018 - arrow.tudublin.ie,https://arrow.tudublin.ie/scschcomdis/141/,investigation into the predictive power of artificial neural networks and logistic regression for predicting default in chit funds,1,1
4457,Combining Neural Networks and Evolutionary Algorithms on Energy Demand Prediction,KDHbxbq9tQkJ,"H Sadeghi, H SohrabiVafa, F Nouri - The Journal of Economic Policy, 2014 - ep.yazd.ac.ir",http://ep.yazd.ac.ir/?_action=articleInfo&article=416&lang=en,combining neural networks and evolutionary algorithms on energy demand prediction,1,1
4458,Short-Term Power Data Prediction Model Based on IA-RBF Neural Networks,6fQ-4ZMKQRwJ,"J Li, L Tian, Y Wang - 2018 5th International Conference on …, 2018 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8599444/,short term power data prediction model based on ia rbf neural networks,1,1
4459,Prediction of Energy Transmission Spectrum of Layered Periodic Structures by Neural Networks,-lGT1gMG5U8J,"LIU Chenxu, YU Guilan - Journal of Shanghai Jiaotong …, 2021 - xuebao.sjtu.edu.cn",https://xuebao.sjtu.edu.cn/EN/Y2021/V55/I1/88,prediction of energy transmission spectrum of layered periodic structures by neural networks,1,1
4463,Optimal Solutions for Real-Time Scheduling of Reconfigurable Embedded Systems Based on Neural Networks with Minimization of Power Consumption,CQ6zX_n1iagJ,"G Rehaiem, H Gharsellaoui, SB Ahmed - Procedia Computer Science, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1877050921018639,optimal solutions for real time scheduling of reconfigurable embedded systems based on neural networks with minimization of power consumption,1,1
4464,Comparing the Artificial Neural Networks and Multi Linear Regression Models to Predict the Energy Output of Fruit Production,Jz-J1sSDAtMJ,"M Khojastehpour, M Royan, A Rohani - EurAgEng 2018 …, 2018 - profdoc.um.ac.ir",https://profdoc.um.ac.ir/paper-abstract-1075100.html,comparing the artificial neural networks and multi linear regression models to predict the energy output of fruit production,1,1
4471,Prediction of Korean Basketball League playoff power-ranking based on Recurrent Neural Networks using KBL Efficiency,DT7Byqs7YZkJ,"S Jin, H Kim, S Song - 한국콘텐츠학회 ICCC 논문집, 2019 - dbpia.co.kr",https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE09282565,prediction of korean basketball league playoff power ranking based on recurrent neural networks using kbl efficiency,1,1
4478,Multistep-ahead prediction of power demand using a sliding window technique and neural networks,CsUNOPtSiNgJ,"AG Stan, G Adam, G Livinţ - … Exposition on Electrical and Power …, 2012 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/6463598/,multistep ahead prediction of power demand using a sliding window technique and neural networks,1,1
4484,ENERGY ANALYSIS AND PREDICTION OF OUTPUT ENERGY FOR CANOLA PRODUCTION USING ARTIFICIAL NEURAL NETWORKS IN KERMANSHAH …,kt9SSPksDLMJ,"A Hematian, E Zarei-Shahamat… - International Journal of …, 2013 - search.proquest.com",https://search.proquest.com/openview/2501847f728ed319e127c523255dcbc1/1.pdf?pq-origsite=gscholar&cbl=1596380,energy analysis and prediction of output energy for canola production using artificial neural networks in kermanshah,1,1
4489,Automated system for load flow prediction in power substations using artificial neural networks,Cf9rWYaA4oAJ,"AML Aleaga, EFM Garcés, AC García - Enfoque UTE, 2015 - scielo.senescyt.gob.ec",http://scielo.senescyt.gob.ec/scielo.php?pid=S1390-65422015000300020&script=sci_abstract&tlng=en,automated system for load flow prediction in power substations using artificial neural networks,1,1
4492,Prediction of Marital Satisfaction Level of Female Students based on Attachment Styles: Comparing the Power of Logistic Regression and Artificial Neural Networks,P4ku5rtvHbwJ,"H Purshahriar - Journal of Modern Psychological …, 2015 - psychologyj.tabrizu.ac.ir",https://psychologyj.tabrizu.ac.ir/article_4082.html?lang=en,prediction of marital satisfaction level of female students based on attachment styles comparing the power of logistic regression and artificial neural networks,1,1
4497,Power Networks: A Novel Neural Architecture to Predict Power Relations,Yzx7L-ZgCicJ,"M Lam, C Xu, A Kong, V Prabhakaran - arXiv preprint arXiv:1807.06557, 2018 - arxiv.org",https://arxiv.org/abs/1807.06557,power networks a novel neural architecture to predict power relations,1,1
4501,Research Article A Multivariate Grey Prediction Model Using Neural Networks with Application to Carbon Dioxide Emissions Forecasting,OiFLxeH7VVIJ,"YJ Chiu, YC Hu, P Jiang, J Xie, YW Ken - 2020 - academia.edu",https://www.academia.edu/download/93528277/8829948.pdf,research article a multivariate grey prediction model using neural networks with application to carbon dioxide emissions forecasting,1,1
4504,Conversion of Siamese networks to spiking neural networks for energy-efficient object tracking,f7Eh0RPqUH0J,"Y Luo, H Shen, X Cao, T Wang, Q Feng… - Neural Computing and …, 2022 - Springer",https://link.springer.com/article/10.1007/s00521-022-06984-1,conversion of siamese networks to spiking neural networks for energy efficient object tracking,1,1
4507,Siamsnn: siamese spiking neural networks for energy-efficient object tracking,W4FIEYg3p9oJ,"Y Luo, M Xu, C Yuan, X Cao, L Zhang, Y Xu… - … Neural Networks and …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-86383-8_15,siamsnn siamese spiking neural networks for energy efficient object tracking,1,1
4508,Microcontroller based maximum power point tracking through FCC and MLP neural networks,1N4Si0IGK0QJ,"GM Lozito, L Bozzoli, A Salvini - 2014 6th European Embedded …, 2014 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/6924389/,microcontroller based maximum power point tracking through fcc and mlp neural networks,1,1
4509,SCTN: Event-based object tracking with energy-efficient deep convolutional spiking neural networks,BHxNFv0TWBYJ,"M Ji, Z Wang, R Yan, Q Liu, S Xu… - Frontiers in …, 2023 - ncbi.nlm.nih.gov",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9978206/,sctn event based object tracking with energy efficient deep convolutional spiking neural networks,1,1
4513,Application of Artificial Neural Networks for Maximal Power Point Tracking,bXr05nX9bNoJ,"AF Toure, F Danioko, B Diourte - … Green Energy, 2021 - hal-univ-paris8.archives-ouvertes.fr",https://hal-univ-paris8.archives-ouvertes.fr/hal-03222538/,application of artificial neural networks for maximal power point tracking,1,1
4515,Improved Method of Bluetooth-low-energy-based Location Tracking Using Neural Networks,Yx5VC1Yfgo0J,"S Youm, KS Shin - Sensors and Materials, 2021 - sensors.myu-group.co.jp",https://sensors.myu-group.co.jp/sm_pdf/SM2595.pdf,improved method of bluetooth low energy based location tracking using neural networks,1,1
4517,Performance and Energy Optimisation of Artificial Neural Networks on Hybrid Heterogeneous Platforms PhD Transfer Report,8BJKkcIhGOoJ,"AK Ghoozhdi, PDS Date, A Lastovetsky - 2022 - hcl.ucd.ie",https://hcl.ucd.ie/system/files/Atefeh_Transfer_Report.pdf,performance and energy optimisation of artificial neural networks on hybrid heterogeneous platforms phd transfer report,1,1
4520,A promising field of application for neural networks is track finding in high energy physics. The use of such methods could be a powerful instrument to solve trigger …,cE3ABUjcZvUJ,"G Barbagli, G Landi - … Networks: From Biology To High Energy …, 1993 - books.google.com",https://books.google.com/books?hl=en&lr=&id=y4NIDwAAQBAJ&oi=fnd&pg=PA303&dq=(%22neural+networks%22)+%2B+(track%7Ctracking%7Creport%7Creports%7Creporting)+%2B+(energy%7Cpower%7C%22environmental+impact%22%7C%22carbon+footprint%22%7C%22carbon+emissions%22%7C%22carbon+impact%22)+-wind+-building+-buildings+-vehicles+-homes+-ships+-solar+-photovoltaic+-vehicle&ots=Qg5PIXsDXG&sig=-uqHXK0lB9lb4C8VDAogCmIVxHg,a promising field of application for neural networks is track finding in high energy physics the use of such methods could be a powerful instrument to solve trigger,1,1
4529,Evaluating the energy efficiency of deep convolutional neural networks on CPUs and GPUs,BJJqiQgylIYJ,"D Li, X Chen, M Becchi, Z Zong - 2016 IEEE international …, 2016 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7723730/,evaluating the energy efficiency of deep convolutional neural networks on cpus and gpus,1,1
4532,ECG classification algorithm based on STDP and R-STDP neural networks for real-time monitoring on ultra low-power personal wearable devices,jfxpRjHsAXsJ,"A Amirshahi, M Hashemi - IEEE transactions on biomedical …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8879613/,ecg classification algorithm based on stdp and r stdp neural networks for real time monitoring on ultra low power personal wearable devices,1,1
4534,Optical nonlinearity monitoring and launch power optimization by artificial neural networks,i2pWck0hWz0J,"M Lonardi, J Pesic, P Jennevé… - Journal of Lightwave …, 2020 - opg.optica.org",https://opg.optica.org/abstract.cfm?uri=jlt-38-9-2637,optical nonlinearity monitoring and launch power optimization by artificial neural networks,1,1
4535,A non-intrusive load monitoring algorithm based on non-uniform sampling of power data and deep neural networks,5nNGAhIEL24J,"M Fagiani, R Bonfigli, E Principi, S Squartini… - Energies, 2019 - mdpi.com",https://www.mdpi.com/442562,a non intrusive load monitoring algorithm based on non uniform sampling of power data and deep neural networks,1,1
4536,Power profiling and monitoring in embedded systems: A comparative study and a novel methodology based on NARX neural networks,_Nnqoo5tY-QJ,"O Djedidi, MA Djeziri - Journal of Systems Architecture, 2020 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1383762120300953,power profiling and monitoring in embedded systems a comparative study and a novel methodology based on narx neural networks,1,1
4540,A combined first-principles calculation and neural networks correction approach for evaluating Gibbs energy of formation,pTwwoh6T_lsJ,"XJ Wang, LH Hu, LH Wong, GH Chen - Molecular Simulation, 2004 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/08927020310001631098,a combined first principles calculation and neural networks correction approach for evaluating gibbs energy of formation,1,1
4541,"Evaluating performance, power and energy of deep neural networks on CPUs and GPUs",e4vlstOhR_sJ,"Y Sun, Z Ou, J Chen, X Qi, Y Guo, S Cai… - … Computer Science: 39th …, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-981-16-7443-3_12,evaluating performance power and energy of deep neural networks on cpus and gpus,1,1
4543,Monitoring the impact of Energy Conservation Measures with Artificial Neural Networks,Jd20YxXaUKYJ,"E Sarmas, N Dimitropoulos, V Marinakis… - In ECEEE Summer …, 2022 - researchgate.net",https://www.researchgate.net/profile/Elissaios-Sarmas/publication/362250063_Monitoring_the_impact_of_energy_conservation_measures_with_Artificial_Neural_Networks/links/62df981f7782323cf17939d9/Monitoring-the-impact-of-energy-conservation-measures-with-Artificial-Neural-Networks.pdf,monitoring the impact of energy conservation measures with artificial neural networks,1,1
4544,Continuous low-power ammonia monitoring using long short-term memory neural networks,HtX4D17Ot_MJ,"Z Jia, X Lyu, W Zhang, RP Martin, RE Howard… - Proceedings of the 16th …, 2018 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3274783.3274836,continuous low power ammonia monitoring using long short term memory neural networks,1,1
4551,WITHDRAWN: Non-intrusive load monitoring technique using deep neural networks for energy disaggregation,_a0e4BOfKxIJ,"SR Kabat, D Jayashree, KGS Venkatesan, HB Venkata - 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2214785321002819,withdrawn non intrusive load monitoring technique using deep neural networks for energy disaggregation,1,1
4557,Self-Calibrating Loss Models for Real-Time Monitoring of Power Modules Based on Artificial Neural Networks,ni4Q9LQeuJQJ,"S Kalker, D Meier, CH van der Broeck… - 2022 IEEE Energy …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9947691/,self calibrating loss models for real time monitoring of power modules based on artificial neural networks,1,1
4566,Non-Intrusive Load Monitoring for High Power Consuming Appliances using Neural Networks,JWx38CsAs0AJ,"WAT Wickramarachchi, PH Panawenna… - … on Electrical, Control …, 2021 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9664681/,non intrusive load monitoring for high power consuming appliances using neural networks,1,1
4571,Power Side Channel Execution Monitoring using Convolution Neural Networks,edQByUYoGZoJ,Ι Χριστούδης - 2022 - eureka.teithe.gr,http://eureka.teithe.gr/jspui/handle/123456789/14702,power side channel execution monitoring using convolution neural networks,1,1
4591,Improving electric energy consumption prediction using CNN and Bi-LSTM,iRVhl0w5jNgJ,"T Le, MT Vo, B Vo, E Hwang, S Rho, SW Baik - Applied Sciences, 2019 - mdpi.com",https://www.mdpi.com/550016,improving electric energy consumption prediction using cnn and bi lstm,1,1
4602,Efficient CNN implementation for eye-gaze estimation on low-power/low-quality consumer imaging systems,AscbZ2tcDpYJ,"J Lemley, A Kar, A Drimbarean, P Corcoran - arXiv preprint arXiv …, 2018 - arxiv.org",https://arxiv.org/abs/1806.10890,efficient cnn implementation for eye gaze estimation on low power low quality consumer imaging systems,1,1
4603,Optuna optimization based cnn-lstm model for predicting electric power consumption,hCt8CAK8NZoJ,I Ekundayo - 2020 - norma.ncirl.ie,https://norma.ncirl.ie/4440/1/ibidokunekundayo.pdf,optuna optimization based cnn lstm model for predicting electric power consumption,1,1
4604,Reducing Power Consumption using Approximate Encoding for CNN Accelerators at the Edge,-HDYsk0x5MYJ,"T Yang, T Ukezono, T Sato - Proceedings of the Great Lakes Symposium …, 2022 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3526241.3530315,reducing power consumption using approximate encoding for cnn accelerators at the edge,1,1
4607,State identification of a 5-axis ultra-precision CNC machine tool using energy consumption data assisted by multi-output densely connected 1D-CNN model,Vo233rE2xboJ,"Z Xu, V Selvaraj, S Min - Journal of Intelligent Manufacturing, 2022 - Springer",https://link.springer.com/article/10.1007/s10845-022-02030-y,state identification of a axis ultra precision cnc machine tool using energy consumption data assisted by multi output densely connected d cnn model,1,1
4608,Energy Consumption Patterns and Load Forecasting with Profiled CNN-LSTM Networks,6znOnkiEZToJ,"K Al-Saudi, V Degeler, M Medema - Processes, 2021 - mdpi.com",https://www.mdpi.com/2227-9717/9/11/1870,energy consumption patterns and load forecasting with profiled cnn lstm networks,1,1
4609,The Effects of Partitioning Strategies on Energy Consumption in Distributed CNN Inference at The Edge,YVdxEL8Ddl4J,"E Tang, X Guo, T Stefanov - arXiv preprint arXiv:2210.08392, 2022 - arxiv.org",https://arxiv.org/abs/2210.08392,the effects of partitioning strategies on energy consumption in distributed cnn inference at the edge,1,1
4615,MSDC: Exploiting Multi-State Power Consumption in Non-intrusive Load Monitoring based on A Dual-CNN Model,cRfelt4CbbIJ,"J He, J Liu, Z Zhang, Y Chen, Y Liu… - arXiv preprint arXiv …, 2023 - arxiv.org",https://arxiv.org/abs/2302.05565,msdc exploiting multi state power consumption in non intrusive load monitoring based on a dual cnn model,1,1
4616,Operation Energy Consumption Estimation Method of Electric Bus Based on CNN Time Series Prediction,yB4N2BADxQcJ,"Y Xing, Y Li, W Liu, W Li, L Meng - Mathematical Problems in …, 2022 - hindawi.com",https://www.hindawi.com/journals/mpe/2022/6904387/,operation energy consumption estimation method of electric bus based on cnn time series prediction,1,1
4619,FPGA Implementation of an Object Recognition System with Low Power Consumption Using a YOLOv3-tiny-based CNN,AZyR5yVALqEJ,"Y Araki, M Matsuda, T Manabe, Y Ishizuka… - Complex, Intelligent and …, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-08812-4_22,fpga implementation of an object recognition system with low power consumption using a yolov tiny based cnn,1,1
4620,CNN Based End to End Model for C+ L Band Channel Power Estimation,GXImPhDpKWUJ,"H Li, W Liu, R Fan, M Luo - 2022 Asia Communications and …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10088741/,cnn based end to end model for c l band channel power estimation,1,1
4621,Experimental Validation of CNN vs. FFNN for Time-and Energy-Efficient EVM Estimation in Coherent Optical Systems,KDFzY3_74_oJ,"Y Fan, A UDALCOVS, C NATALINO… - IEEE/OSA Journal of … - research.chalmers.se",https://research.chalmers.se/publication/524923/file/524923_Fulltext.pdf,experimental validation of cnn vs ffnn for time and energy efficient evm estimation in coherent optical systems,1,1
4623,Electric Arc Discharge Power Estimation by CNN Image Classification,GqULVVRaenEJ,"V Mateev, M Ralchev, I Marinova - Sensing Technology: Proceedings of …, 2022 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-98886-9_25,electric arc discharge power estimation by cnn image classification,1,1
4625,"Energy Consumption Patterns and Load Forecasting with Profiled CNN-LSTM Networks. Processes 2021, 9, 1870",QyYlb7FhvKIJ,"K Al-Saudi, V Degeler, M Medema - 2021 - academia.edu",https://www.academia.edu/download/74664834/pdf.pdf,energy consumption patterns and load forecasting with profiled cnn lstm networks processes,1,1
4627,Illumination Condition Effect on the Performance of CNN-based Equipment Load Detection for Energy Demand Estimation,zNCHwO5GROQJ,"S Wei, P Tien, J Calautit, Y Wu - anzasca.net",https://anzasca.net/wp-content/uploads/2021/03/60-Illumination-Condition-Effect-on-the-Performance-of-CNNbased-Equipment-Load-Detection-for-Energy-Demand-Estimation.pdf,illumination condition effect on the performance of cnn based equipment load detection for energy demand estimation,1,1
4634,CNN-based Quick Energy Prediction Model using Image Analysis for Shape Information,5pA2rBrmP7MJ,"MM Singh, P Geyer - 17th International IBPSA Building …, 2021 - publications.ibpsa.org",https://publications.ibpsa.org/proceedings/bs/2021/papers/bs2021_30250.pdf,cnn based quick energy prediction model using image analysis for shape information,1,1
4638,Short-term Tie-line Power Prediction Based on CNN-LSTM,KzJ4QvdvUSMJ,"H Huang, LV Yaming - … on Energy Internet and Energy System …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9346998/,short term tie line power prediction based on cnn lstm,1,1
4640,Prediction of Inference Energy on CNN Accelerators Supporting Approximate Circuits,FSDrDewHpHkJ,"M Pinos, V Mrazek, L Sekanina - 2023 26th International …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10139724/,prediction of inference energy on cnn accelerators supporting approximate circuits,1,1
4646,A New Image Based Regression CNN for Predicting V-band Power Attenuation,ugqSyHV-bRIJ,"RL Gesner, CG Christodoulou… - 2022 IEEE International …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9886125/,a new image based regression cnn for predicting v band power attenuation,1,1
4647,CNN classifier based energy monitoring system for production tracking of sewing process line,NkMuJ3wiiUQJ,"TJY Kim, H Kim, WK Jung, JW Lee, YC Park… - Appropriate …, 2019 - e-jat.org",https://www.e-jat.org/upload/pdf/jat-5-2-70.pdf,cnn classifier based energy monitoring system for production tracking of sewing process line,1,1
4662,Evaluating and analyzing the energy efficiency of CNN inference on high‐performance GPU,RxNkcU6exJAJ,"C Yao, W Liu, W Tang, J Guo, S Hu… - Concurrency and …, 2021 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.6064,evaluating and analyzing the energy efficiency of cnn inference on high performance gpu,1,1
4663,Zeus: Understanding and Optimizing {GPU} Energy Consumption of {DNN} Training,6AOQrx8CD1YJ,"J You, JW Chung, M Chowdhury - 20th USENIX Symposium on …, 2023 - usenix.org",https://www.usenix.org/conference/nsdi23/presentation/you,zeus understanding and optimizing gpu energy consumption of dnn training,1,1
4665,A DNN based LSTM model for predicting future energy consumption,_e3b3X_9ZrgJ,"E Balraj, RM Harini, SP SB… - … Conference on Applied …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9793147/,a dnn based lstm model for predicting future energy consumption,1,1
4669,Fate: Fast and accurate timing error prediction framework for low power dnn accelerator design,o1SpyKa43ooJ,"JJ Zhang, S Garg - 2018 IEEE/ACM International Conference on …, 2018 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3240765.3240809,fate fast and accurate timing error prediction framework for low power dnn accelerator design,1,1
4674,Efficient prediction for high precision CO‐N2 potential energy surface by stacking ensemble DNN,OVDCe6QIpnIJ,"S Xu, Y Li, D Wang, C Fang, C Luo… - Journal of …, 2022 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.26785,efficient prediction for high precision co n potential energy surface by stacking ensemble dnn,1,1
4675,"Improving the Energy Efficiency of Real-time DNN Object Detection via Compression, Transfer Learning, and Scale Prediction",SWow51K6DPgJ,"D Biswas, MMM Rahman, Z Zong… - 2022 IEEE International …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9925528/,improving the energy efficiency of real time dnn object detection via compression transfer learning and scale prediction,1,1
4676,A sequential DNN based Baseline Energy Prediction Framework with Long term Error Mitigation,cAYKRwVnM4YJ,"I Chakraborty, V Chandan, D Vrabie - … Conference on Future Energy …, 2019 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3307772.3331027,a sequential dnn based baseline energy prediction framework with long term error mitigation,1,1
4680,DNN-Assisted Sensor for Energy-Efficient ECG Monitoring,YgEn1-our_wJ,"TY Lee, M Levorato, N Dutt - 2019 IEEE Global …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9014002/,dnn assisted sensor for energy efficient ecg monitoring,1,1
4683,A low-power motion estimation architecture for HEVC based on a new sum of absolute difference computation,F5GBpzlEIXoJ,"L Jia, CY Tsui, OC Au, K Jia - … on Circuits and Systems for Video …, 2018 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8594648/,a low power motion estimation architecture for hevc based on a new sum of absolute difference computation,1,1
4686,Computation as estimation: A general framework for robustness and energy efficiency in socs,yaRWLIfSVLcJ,"S Narayanan, GV Varatkar, DL Jones… - IEEE Transactions …, 2010 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/5458004/,computation as estimation a general framework for robustness and energy efficiency in socs,1,1
4687,Computation as estimation: Estimation-theoretic IC design improves robustness and reduces power consumption,g86-n_UnEUIJ,"S Narayanan, GV Varatkar, DL Jones… - … , Speech and Signal …, 2008 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/4517886/,computation as estimation estimation theoretic ic design improves robustness and reduces power consumption,1,1
4688,Improving the accuracy of the energy estimation by combining quantum annealing with classical computation,7FprQFD6-KUJ,"T Imoto, Y Seki, Y Matsuzaki, S Kawabata - arXiv preprint arXiv …, 2021 - arxiv.org",https://arxiv.org/abs/2102.05323,improving the accuracy of the energy estimation by combining quantum annealing with classical computation,1,1
4690,Modeling and estimation for the power consumption of matrix computation on multi-core platform,_-54PxC1qAoJ,"R Suda - … Joint Conference on Computational Sciences and …, 2009 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/5193639/,modeling and estimation for the power consumption of matrix computation on multi core platform,1,1
4692,"… , of a Format for Field Research of Experimental Numerical Computation Algorithms, an Instrument for Measuring Computational Power Under Any Concise Numerical …",zT91bpnT2kAJ,LB Hutchings - 1972 - ERIC,https://eric.ed.gov/?id=ED077750,of a format for field research of experimental numerical computation algorithms an instrument for measuring computational power under any concise numerical,1,1
4694,Low power 2-D array VLSI architecture for block matching motion estimation using computation suspension,nBZHnOgnF6kJ,"KH Lam, CY Tsui - … SiPS 2000. Design and Implementation (Cat …, 2000 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/886704/,low power d array vlsi architecture for block matching motion estimation using computation suspension,1,1
