"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2L9M7BXI","conferencePaper","2016","Nguyen, Quang-Huy; Dressler, Falko","The Accuracy of Android Energy Measurements for Offloading Computational Expensive Tasks: Poster","Proceedings of the 17th ACM International Symposium on Mobile Ad Hoc Networking and Computing","978-1-4503-4184-4","","10.1145/2942358.2942412","https://doi.org/10.1145/2942358.2942412","Computational offloading from smartphones into the cloud has proved to be one of useful approaches for improving energy efficiency. To assess the benefit of offloading and decide the most suitable offloading strategies, it is essential to account the energy consumption of smartphones. In this paper, we investigate the accuracy and capabilities of the Android smart battery interface. For comparison, we measure the energy consumption using an oscilloscope. We experimentally investigate the energy consumption of different applications on a modern smartphones including local computation and network communication over WiFi. Our results show that both of methods bring high accuracy. Our work builds the basis for next generation offloading algorithms.","2016","2023-07-10 14:37:34","2023-07-10 14:37:34","","393–394","","","","","","","MobiHoc '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Paderborn, Germany","","","","energy measurement; offloading; smartphone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGM57RXB","conferencePaper","2022","Caiazza, Chiara; Luconi, Valerio; Vecchio, Alessio","Saving Energy on Smartphones through Edge Computing: An Experimental Evaluation","Proceedings of the ACM SIGCOMM Workshop on Networked Sensing Systems for a Sustainable Society","978-1-4503-9392-8","","10.1145/3538393.3544935","https://doi.org/10.1145/3538393.3544935","Edge computing is a network architecture in which computing and storage capabilities are moved at the fringes of the Internet, close to the end-users. The main goal of edge computing is to enable responsive services, thanks to much shorter paths compared to the ones encountered when communicating with remotely positioned cloud servers. In this paper, we report experimental results concerning an overlooked benefit of edge computing: energy is saved on client devices. We carried out an experimental evaluation using both software-based and hardware-based energy estimation methods. Results show that, for HTTP-based communication, the lifetime of a device can be extended significantly when using the edge instead of a remote cloud.","2022","2023-07-10 14:37:34","2023-07-10 14:37:34","","20–25","","","","","","","NET4us '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Amsterdam, Netherlands","","","","edge computing; energy consumption; LTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCUZZJ84","conferencePaper","2015","Rodriguez Arreola, Alberto; Balsamo, Domenico; Das, Anup K.; Weddell, Alex S.; Brunelli, Davide; Al-Hashimi, Bashir M.; Merrett, Geoff V.","Approaches to Transient Computing for Energy Harvesting Systems: A Quantitative Evaluation","Proceedings of the 3rd International Workshop on Energy Harvesting &amp; Energy Neutral Sensing Systems","978-1-4503-3837-0","","10.1145/2820645.2820652","https://doi.org/10.1145/2820645.2820652","Systems operating from harvested sources typically integrate batteries or supercapacitors to smooth out rapid changes in harvester output. However, such energy storage devices require time for charging and increase the size, mass and cost of the system. A recent approach to address this is to power systems directly from the harvester output, termed transient computing. To solve the problem of having to restart computation from the start due to power-cycles, a number of techniques have been proposed to deal with transient power sources. In this paper, we quantitatively evaluate three state-of-the-art approaches on a Texas Instruments MSP430 microcontroller characterizing the application scenarios where each performs best. Finally, recommendations are provided to system designers for selecting the most suitable approach.","2015","2023-07-10 14:37:34","2023-07-10 14:37:34","","3–8","","","","","","","ENSsys '15","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Seoul, South Korea","","","","checkpoint; energy harvesting; hibernus; IoT; mementos; photo voltaic cells; quickrecall; transient computing; wind turbines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDKQLP3J","conferencePaper","2011","Symeonidis, Andreas L.; Gountis, Vasileios P.; Andreou, Georgios T.","A Software Agent Framework for Exploiting Demand-Side Consumer Social Networks in Power Systems","Proceedings of the 2011 IEEE/WIC/ACM International Conferences on Web Intelligence and Intelligent Agent Technology - Volume 02","978-0-7695-4513-4","","10.1109/WI-IAT.2011.245","https://doi.org/10.1109/WI-IAT.2011.245","This work introduces Energy City, a multi-agent framework designed and developed in order to simulate the power system and explore the potential of Consumer Social Networks (CSNs) as a means to promote demand-side response and raise social awareness towards energy consumption. The power system with all its involved actors (Consumers, Producers, Electricity Suppliers, Transmission and Distribution Operators) and their requirements are modeled. The semantic infrastructure for the formation and analysis of electricity CSNs is discussed, and the basic consumer attributes and CSN functionality are identified. Authors argue that the formation of such CSNs is expected to increase the electricity consumer market power by enabling them to act in a collective way.","2011","2023-07-10 14:37:34","2023-07-10 14:37:34","","30–33","","","","","","","WI-IAT '11","","","","IEEE Computer Society","USA","","","","","","","","","","","","Consumer Social Networks; Multiagent modeling; Power system simulation framework","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZ4WXEF7","conferencePaper","2017","Verdecchia, Roberto; Procaccianti, Giuseppe; Malavolta, Ivano; Lago, Patricia; Koedijk, Joost","Estimating Energy Impact of Software Releases and Deployment Strategies: The KPMG Case Study","Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","978-1-5090-4039-1","","10.1109/ESEM.2017.39","https://doi.org/10.1109/ESEM.2017.39","Background. Often motivated by optimization objectives, software products are characterized by different subsequent releases and deployed through different strategies. The impact of these two aspects of software on energy consumption has still to be completely understood and can be improved by carrying out ad-hoc analyses for specific software products.Aims. In this research we report on an industrial collaboration aiming at assessing the different impact that releases and deployment strategies of a software product can have on the energy consumption of its underlying hardware infrastructure.Method. We designed and performed an empirical experiment in a controlled environment. Deployment strategies, releases and use case scenarios of an industrial third-party software product were adopted as experimental factors. The use case scenarios were used as a blocking factor and adopted to dynamically load-test the software product. Power consumption and execution time were selected as response variables to measure the energy consumption.Results. We observed that both deployment strategies and software releases significantly influence the energy consumption of the hardware infrastructure. A strong interaction between the two factors was identified. The impact of such interaction highly varied depending on which use case scenario was considered, making the identification of the most frequently adopted use case scenario critical for energy optimisation. The collaboration between industry and academia has been productive for both parties, even if some practitioners manifested low interest/awareness on software energy efficiency.Conclusions. For the software product considered there is no absolute preferable release or deployment strategy with respect to energy efficiency, as the interaction of these factors has to be considered. The number of machines involved in a software deployment strategy does not simply constitute an additive effect of the energy consumption of the underlying hardware infrastructure.","2017","2023-07-10 14:37:35","2023-07-10 14:37:35","","257–266","","","","","","","ESEM '17","","","","IEEE Press","","","","","","","","","event-place: Markham, Ontario, Canada","","","","deployment; energy; software releases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ENY4LKW","conferencePaper","2007","Großschädl, Johann; Tillich, Stefan; Rechberger, Christian; Hofmann, Michael; Medwed, Marcel","Energy Evaluation of Software Implementations of Block Ciphers under Memory Constraints","Proceedings of the Conference on Design, Automation and Test in Europe","978-3-9810801-2-4","","","","Software implementations of modern block ciphers often require large lookup tables along with code size increasing optimizations like loop unrolling to reach peak performance on general-purpose processors. Therefore, block ciphers are difficult to implement efficiently on embedded devices like cell phones or sensor nodes where run-time memory and program ROM are scarce resources. In this paper we analyze and compare the performance, energy consumption, run-time memory requirements, and code size of the five block ciphers RC6, Rijndael, Serpent, Twofish, and XTEA on the StrongARM SA-1100 processor. Most previous evaluations of block ciphers considered performance as the sole metric of interest and did not care about memory requirements or code size. In contrast to previous work, our study of the performance and energy characteristics of block ciphers has been conducted with ""lightweight"" implementations which restrict the size of lookup tables to 1 kB and also impose constraints on the code size. We found that Rijndael and RC6 can be well optimized for high performance and energy efficiency, while at the same time meeting the demand for low memory (RAM and ROM) footprint. In addition, we discuss the impact of key expansion and modes of operation on the overall performance and energy consumption of each block cipher. Our simulation results show that RC6 is the most energy-efficient block cipher under memory constraints and thus the best choice for resource-restricted devices.","2007","2023-07-10 14:37:35","2023-07-10 14:37:35","","1110–1115","","","","","","","DATE '07","","","","EDA Consortium","San Jose, CA, USA","","","","","","","","event-place: Nice, France","","","","code size reduction; energy optimization; lightweight cryptography; memory footprint; symmetric cipher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GCVL2LWP","conferencePaper","2014","Qu, Yu; Zheng, Qinghua; Liu, Ting; Li, Jian; Guan, Xiaohong","In-Depth Measurement and Analysis on Densification Power Law of Software Execution","Proceedings of the 5th International Workshop on Emerging Trends in Software Metrics","978-1-4503-2854-8","","10.1145/2593868.2593878","https://doi.org/10.1145/2593868.2593878","Measuring software execution is important for many software engineering tasks. In this paper, Densification Power Law (DPL) of software execution is measured and studied as a feature of growing software complexity. Densification means that during a networked system's evolution, it usually becomes denser and the number of edges and nodes grows with a consistent super linear relation. This feature was discovered and reported in 2005. In this paper, based on a measurement of 15 open-source Java programs, we show that when software systems are modeled as a series of dynamic Call Graphs during their executions, they always obey DPL with very close correlation. Then a comparison between static Call Graph and DPL is presented, showing that DPL's properties cannot be derived statically. An explanation for DPL of software execution is given and verified. We believe the universality of DPL makes it an appropriate metric for software execution process.","2014","2023-07-10 14:37:35","2023-07-10 14:37:35","","55–58","","","","","","","WETSoM 2014","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Hyderabad, India","","","","Densification Power Law; software execution; Software metrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9S6M8QZA","conferencePaper","1989","Schubert, K.","The Evaluation of Ada Software to Support the Space Station Power Management and Distribution System","Proceedings of the Conference on TRI-Ada '88","0-89791-285-3","","10.1145/76619.77034","https://doi.org/10.1145/76619.77034","","1989","2023-07-10 14:37:35","2023-07-10 14:37:35","","344–362","","","","","","","TRI-Ada '88","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Charleston, West Virginia, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z35T9GJQ","conferencePaper","2020","Couto, Marco; Maia, Daniel; Saraiva, João; Pereira, Rui","On Energy Debt: Managing Consumption on Evolving Software","Proceedings of the 3rd International Conference on Technical Debt","978-1-4503-7960-1","","10.1145/3387906.3388628","https://doi.org/10.1145/3387906.3388628","This paper introduces the concept of energy debt: a new metric, reflecting the implied cost in terms of energy consumption over time, of choosing a flawed implementation of a software system rather than a more robust, yet possibly time consuming, approach. A flawed implementation is considered to contain code smells, known to have a negative influence on the energy consumption.Similar to technical debt, if energy debt is not properly addressed, it can accumulate an energy ""interest"". This interest will keep increasing as new versions of the software are released, and eventually reach a point where the interest will be higher than the initial energy debt. Addressing the issues/smells at such a point can remove energy debt, at the cost of having already consumed a significant amount of energy which can translate into high costs. We present all underlying concepts of energy debt, bridging the connection with the existing concept of technical debt and show how to compute the energy debt through a motivational example.","2020","2023-07-10 14:37:35","2023-07-10 14:37:35","","62–66","","","","","","","TechDebt '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Seoul, Republic of Korea","","","","code analysis; energy debt; green software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IFB7GGU","conferencePaper","2016","Chowdhury, Shaiful Alam; Hindle, Abram","GreenOracle: Estimating Software Energy Consumption with Energy Measurement Corpora","Proceedings of the 13th International Conference on Mining Software Repositories","978-1-4503-4186-8","","10.1145/2901739.2901763","https://doi.org/10.1145/2901739.2901763","Software energy consumption is a relatively new concern for mobile application developers. Poor energy performance can harm adoption and sales of applications. Unfortunately for the developers, the measurement of software energy consumption is expensive in terms of hardware and difficult in terms of expertise. Many prior models of software energy consumption assume that developers can use hardware instrumentation and thus cannot evaluate software running within emulators or virtual machines. Some prior models require actual energy measurements from the previous versions of applications in order to model the energy consumption of later versions of the same application.In this paper, we take a big-data approach to software energy consumption and present a model that can estimate software energy consumption mostly within 10% error (in joules) and does not require the developer to train on energy measurements of their own applications. This model leverages a big-data approach whereby a collection of prior applications' energy measurements allows us to train, transmit, and apply the model to estimate any foreign application's energy consumption for a test run. Our model is based on the dynamic traces of system calls and CPU utilization.","2016","2023-07-10 14:37:35","2023-07-10 14:37:35","","49–60","","","","","","","MSR '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Austin, Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9N73HET","conferencePaper","2021","Gordon, Mitchell L.","Harnessing Disagreement to Create AI-Powered Systems That Reflect Our Values","Adjunct Proceedings of the 34th Annual ACM Symposium on User Interface Software and Technology","978-1-4503-8655-5","","10.1145/3474349.3477590","https://doi.org/10.1145/3474349.3477590","How do we build artificial intelligence systems that reflect our values? Competing potential values we may want to choose from are, at their core, made up of disagreements between individual people. But while the raw datasets that most ML systems rely on are made up of individuals, today’s approaches to building AI typically abstract the individuals out of the pipeline. My thesis contributes a set of algorithms and interactive systems that re-imagine the pipeline for designing and evaluating AI systems, requiring that we deal with competing values in an informed and intentional way. I start from the insight that at each stage of the pipeline, we need to treat individuals as the key unit of operation, rather than the abstractions or aggregated pseudo-humans in use by today’s approaches. I instantiate this insight to address two problems that arise from today’s AI pipeline. First, evaluation metrics produce actively misleading scores about the extent to which some people’s values are being reflected. I introduce a mathematical transformation that more closely aligns metrics with the values and methods of user-facing performance measures. Second, the resulting AI systems either surreptitiously choose which values to listen to without input from users, or simply present several different outcomes to users without mechanisms to help them select an outcome grounded in their values. I propose a new interaction paradigm for deploying classifiers, asking users to compose a jury consisting of the individual people they’d like their classifiers’ decisions to come from.","2021","2023-07-10 14:37:35","2023-07-10 14:37:35","","171–174","","","","","","","UIST '21 Adjunct","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JXE4ITJ","conferencePaper","2016","Ko, Jaejun; Lee, Jongwon; Choi, Young-June","Poster: A Novel Computation Offloading Technique for Reducing Energy Consumption of Smart Watch","Proceedings of the 14th Annual International Conference on Mobile Systems, Applications, and Services Companion","978-1-4503-4416-6","","10.1145/2938559.2948825","https://doi.org/10.1145/2938559.2948825","","2016","2023-07-10 14:37:35","2023-07-10 14:37:35","","46","","","","","","","MobiSys '16 Companion","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Singapore, Singapore","","","","cloud server; computation offloading; smart watch; smartphone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8I7XP2UT","conferencePaper","2002","Brady, Thomas F.","Energy Production and Trading: Using Computer Simulation to Mitigate Risk in Electricity Generation/Consumption Collaboration Policies","Proceedings of the 34th Conference on Winter Simulation: Exploring New Frontiers","0-7803-7615-3","","","","The electric utility industry has undergone fundamental change in the last decade. Foremost of these changes have been numerous deregulation attempts. Producers and large consumers have built business models based upon large volume transactions, which lead to smooth production and volume discounting. The risks associated with using these traditional business models in deregulated markets are many. This paper describes the development of a computer simulation environment that models a novel collaborative strategy proposed by a local electricity utility to mitigate highly varying load situations demanded by the largest steel-producing region in the United States. Through the use of this model, collaborative strategies for effective electricity generation and usage are developed and analyzed.","2002","2023-07-10 14:37:35","2023-07-10 14:37:35","","1575–1577","","","","","","","WSC '02","","","","Winter Simulation Conference","","","","","","","","","event-place: San Diego, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GN9RM29H","conferencePaper","2022","Shim, Jun S.; Han, Bogyeong; Kim, Yeseong; Kim, Jihong","DeepPM: Transformer-Based Power and Performance Prediction for Energy-Aware Software","Proceedings of the 2022 Conference &amp; Exhibition on Design, Automation &amp; Test in Europe","978-3-9819263-6-1","","","","Many system-level management and optimization techniques need accurate estimates of power consumption and performance. Earlier research has proposed many high-level/source-level estimation modeling works, particularly for basic blocks. However, most of them still need to execute the target software at least once on a fine-grained simulator or real hardware to extract required features. This paper proposes a performance/power prediction framework, called Deep Power Meter (DeepPM), which estimates them accurately only using the compiled binary. Inspired by the deep learning techniques in natural language processing, we convert the program instructions in the form of vectors and predict the average power and performance of basic blocks based on a transformer model. In addition, unlike existing works based on a Long Short-Term Memory (LSTM) model structure, which only works for basic blocks with a small number of instructions, DeepPM provides highly accurate results for long basic blocks, which takes the majority of the execution time for actual application runs. In our evaluation conducted with SPEC2006 benchmark suite, we show that DeepPM can provide accurate prediction for performance and power consumption with 10.2% and 12.3% error, respectively. DeepPM also outperforms the LSTM-based model by up to 67.2% and 34.9% error for performance and power, respectively.","2022","2023-07-10 14:37:35","2023-07-10 14:37:35","","1491–1496","","","","","","","DATE '22","","","","European Design and Automation Association","Leuven, BEL","","","","","","","","event-place: Antwerp, Belgium","","","","power and performance modeling; system resource prediction; transformer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HCB8SWA","conferencePaper","2020","Tian, Min; Vishwanath, Arun; Venkataramani, Guru; Subramaniam, Suresh","SpinSmart: Exploring Optimal Server Fan Speeds to Improve Overall System Energy Consumption","Proceedings of the Eleventh ACM International Conference on Future Energy Systems","978-1-4503-8009-6","","10.1145/3396851.3402655","https://doi.org/10.1145/3396851.3402655","Cost of data centers has risen sharply in the past few years. Today, it represents about 3% of total US energy consumption with projections to increase further in the coming years. In this paper, we focus on the server infrastructure and observe that workload consolidation techniques, which maximize power efficiency of server systems, do not automatically optimize the overall system power efficiency especially when compute engines and the corresponding on-board cooling systems are considered holistically. We design SpinSmart, a framework that explores optimal server fan speeds to minimize the overall system energy consumption. We explore core capping strategies that estimate the desired number of CPU cores to be used at any given time to minimize combined CPU+fan power. Our experimental results show that we are able to achieve 1) energy savings of up to 10% of total energy and 80% of cooling energy when compared to workload consolidation without core capping strategy; 2) cooling energy savings up to 42% when compared to the strategy that randomly assigns jobs to all the servers and cores.","2020","2023-07-10 14:37:35","2023-07-10 14:37:35","","474–481","","","","","","","e-Energy '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, Australia","","","","Data centers; Energy optimization; Fan speed control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"442FSWB8","conferencePaper","2021","Reif, Stefan; Herzog, Benedict; Hemp, Judith; Schröder-Preikschat, Wolfgang; Hönig, Timo","AI Waste Prevention: Time and Power Estimation for Edge Tensor Processing Units: Poster","Proceedings of the Twelfth ACM International Conference on Future Energy Systems","978-1-4503-8333-2","","10.1145/3447555.3466579","https://doi.org/10.1145/3447555.3466579","Artificial Intelligence (AI) has changed our daily lives. The evolution from centralised cloud-hosted services towards embedded and mobile devices has shifted the focus from quality-related aspects towards the resource demand of machine learning. Its pervasiveness demands for ""green"" AI—both the development and the operation of AI models still include significant resource investments in terms of processing time and power demand. In order to prevent such AI Waste, this paper presents Precious, an approach, as well as practical implementation, that estimates execution time and power draw of neural networks (NNs) that execute on a commercially-available off-the-shelf accelerator hardware (i.e., Google Coral Edge TPU). The evaluation of our implementations shows that Precious accurately estimates time and power demand.","2021","2023-07-10 14:37:35","2023-07-10 14:37:35","","300–301","","","","","","","e-Energy '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, Italy","","","","Green AI; Neural Network Accelerators; Resource Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73FPRTVH","conferencePaper","2018","Akhlaghi, Vahideh; Gao, Sicun; Gupta, Rajesh K.","LEMAX: Learning-Based Energy Consumption Minimization in Approximate Computing with Quality Guarantee","Proceedings of the 55th Annual Design Automation Conference","978-1-4503-5700-5","","10.1145/3195970.3196069","https://doi.org/10.1145/3195970.3196069","Approximate computing aims to trade accuracy for energy efficiency. Various approximate methods have been proposed in the literature that demonstrate the effectiveness of relaxing accuracy requirements in a specific unit. This provides a basis for exploring simultaneous use of multiple approximate units to improve efficiency under guarantees on quality of results. In this paper, we explore the effect of combining multiple approximate units on the energy consumption and identify the best setting that minimizes energy consumption under a quality constraint. Our approach also enables changes in unit configurations throughout the program. To do this effectively, we need a method to examine the combined impact of multiple approximate units on the output quality, and configure individual units accordingly. To solve this problem, we propose LEMAX that uses gradient descent approach to identify the best configuration of the individual approximate units for a given program. We evaluate the efficacy of LEMAX in minimizing the energy consumption of several machine learning applications with varying size (i.e., number of operations) under different quality constraints. Our evaluation shows that the configuration provided by LEMAX for a system with multiple approximate units improves the energy consumption by on average, 97.7%, 83.12%, and 73.95% for quality loss of 5%, 2% and 0.5%, respectively, compared to configurations obtained for a system with a single approximate resource.","2018","2023-07-10 14:37:35","2023-07-10 14:37:35","","","","","","","","","DAC '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: San Francisco, California","","","","approximate computing; design automation; machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DW7BL8Y9","conferencePaper","1984","Evans, Michael W.; Picinich, Louis M.","Power: A Tool for Quantitative Evaluation of Software Project Effectiveness","Proceedings of the 7th International Conference on Software Engineering","0-8186-0528-6","","","","In this paper a tool for quantitative method of evaluating software projects is presented. This method constitutes the Project Observation Workbench and Evaluation Reportor (POWER). A representative project evaluation with POWER is presented to demonstrate its application.","1984","2023-07-10 14:37:35","2023-07-10 14:37:35","","138–142","","","","","","","ICSE '84","","","","IEEE Press","","","","","","","","","event-place: Orlando, Florida, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4D4QPZXL","conferencePaper","2014","Yu, Yi; Bhatti, Saleem N.","The Cost of Virtue: Reward as Well as Feedback Are Required to Reduce User ICT Power Consumption","Proceedings of the 5th International Conference on Future Energy Systems","978-1-4503-2819-7","","10.1145/2602044.2602063","https://doi.org/10.1145/2602044.2602063","We show that students in a school lab environment will change their behaviour to be more energy efficient, when appropriate incentives are in place, and when measurement-based, real-time feedback about their energy usage is provided. Rewards incentivise `non-green' users to be `green' as well as encouraging those users who already claim to be `green'. Measurement-based feedback improves user energy awareness and helps users to explore and adjust their use of computers to become `greener', but is not sufficient by itself. In our measurements, weekly mean group energy use as a whole reduced by up to 16%; and weekly individual user energy consumption reduced by up to 56% during active use. The findings are drawn from our longitudinal study that involved 83 Computer Science students; lasted 48 weeks across 2 academic years; monitored a total of 26778 hours of active computer use; collected approximately 2TB of raw data.","2014","2023-07-10 14:37:35","2023-07-10 14:37:35","","157–169","","","","","","","e-Energy '14","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Cambridge, United Kingdom","","","","energy efficiency; energy feedback; energy monitoring; energy usage; green ICT; user behaviour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3S47QTJB","conferencePaper","2017","Couto, Marco; Borba, Paulo; Cunha, Jácome; Fernandes, João Paulo; Pereira, Rui; Saraiva, João","Products Go Green: Worst-Case Energy Consumption in Software Product Lines","Proceedings of the 21st International Systems and Software Product Line Conference - Volume A","978-1-4503-5221-5","","10.1145/3106195.3106214","https://doi.org/10.1145/3106195.3106214","The optimization of software to be (more) energy efficient is becoming a major concern for the software industry. Although several techniques have been presented to measure energy consumption for software, none has addressed software product lines (SPLs). Thus, to measure energy consumption of a SPL, the products must be generated and measured individually, which is too costly.In this paper, we present a technique and a prototype tool to statically estimate the worst case energy consumption for SPL. The goal is to provide developers with techniques and tools to reason about the energy consumption of all products in a SPL, without having to produce, run and measure the energy in all of them.Our technique combines static program analysis techniques and worst case execution time prediction with energy consumption analysis. This technique analyzes all products in a feature-sensitive manner, that is, a feature used in several products is analyzed only once, while the energy consumption is estimated once per product.We implemented our technique in a tool called Serapis. We did a preliminary evaluation using a product line for image processing implemented in C. Our experiments considered 7 products from such line and our initial results show that the tool was able to estimate the worst-case energy consumption with a mean error percentage of 9.4% and standard deviation of 6.2% when compared with the energy measured when running the products.","2017","2023-07-10 14:37:35","2023-07-10 14:37:35","","84–93","","","","","","","SPLC '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Sevilla, Spain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQ7HF7JK","conferencePaper","2012","Hindle, Abram","Green Mining: A Methodology of Relating Software Change to Power Consumption","Proceedings of the 9th IEEE Working Conference on Mining Software Repositories","978-1-4673-1761-0","","","","Power consumption is becoming more and more important with the increased popularity of smart-phones, tablets and laptops. The threat of reducing a customer's battery-life now hangs over the software developer who asks, ""will this next change be the one that causes my software to drain a customer's battery?"" One solution is to detect power consumption regressions by measuring the power usage of tests, but this is time-consuming and often noisy. An alternative is to rely on software metrics that allow us to estimate the impact that a change might have on power consumption thus relieving the developer from expensive testing. This paper presents a general methodology for investigating the impact of software change on power consumption, we relate power consumption to software changes, and then investigate the impact of static OO software metrics on power consumption. We demonstrated that software change can effect power consumption using the Firefox web-browser and the Azureus/Vuze BitTorrent client. We found evidence of a potential relationship between some software metrics and power consumption. In conclusion, we explored the effect of software change on power consumption on two projects; and we provide an initial investigation on the impact of software metrics on power consumption.","2012","2023-07-10 14:37:35","2023-07-10 14:37:35","","78–87","","","","","","","MSR '12","","","","IEEE Press","","","","","","","","","event-place: Zurich, Switzerland","","","","dynamic analysis; mining software repositories; power; power consumption; software metrics; sustainable-software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQNRW8Y7","conferencePaper","2011","Du Bois, Kristof; Schaeps, Tim; Polfliet, Stijn; Ryckbosch, Frederick; Eeckhout, Lieven","SWEEP: Evaluating Computer System Energy Efficiency Using Synthetic Workloads","Proceedings of the 6th International Conference on High Performance and Embedded Architectures and Compilers","978-1-4503-0241-8","","10.1145/1944862.1944886","https://doi.org/10.1145/1944862.1944886","Energy efficiency is a key design concern in contemporary processor and system design, in the embedded domain as well as in the enterprise domain. The focus on energy efficiency has led to a number of power benchmarking methods recently. For example, EEMBC released EnergyBench and SPEC released SPECpower to quantify a system's energy efficiency; also academics have proposed power benchmarks, such as JouleSort. A major limitation for each of these proposals is that they are tied to a specific benchmark, and hence, they provide limited insight with respect to why one system may be more energy-efficient than another.This paper proposes SWEEP, Synthetic Workloads for Energy Efficiency and Performance evaluation, a framework for generating synthetic workloads with specific behavioral characteristics. We employ SWEEP to generate a wide range of synthetic workloads while varying the instruction mix, ILP, memory access patterns, and I/O-intensiveness; and we use SWEEP to evaluate the energy efficiency of commercial computer systems across the workload space and learn about how the energy efficiency of a computer system is tied to its workload's characteristics.This paper also presents the Energy-Delay Diagram (EDD), a novel method for visualizing energy efficiency. The EDD clearly illustrates the energy versus performance trade-off, and provides more intuitive insight than the traditionally used EDP and ED2P metrics.","2011","2023-07-10 14:37:35","2023-07-10 14:37:35","","159–166","","","","","","","HiPEAC '11","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Heraklion, Greece","","","","energy-efficiency; generation; workload characterization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
