Item type;Authors;Title;Journal;Publication year;Volume;Issue;Pages;Publisher;Address;Book title;Proceedings title;Conference location;Date published;ISBN;ISSN;URLs;DOI;Abstract;Keywords;Notes;Series
Conference Paper;Sama A,Theeuwen JF,Balakrishnan M;Speeding up Power Estimation of Embedded Software;;2000;;;191–196;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 2000 International Symposium on Low Power Electronics and Design;Rapallo, Italy;2000;9,78158E+12;;"https://doi.org/10.1145/344166.344580;http://dx.doi.org/10.1145/344166.344580";10.1145/344166.344580;Power is increasingly becoming a design constraint for embedded systems. A processor is responsible for energy consumption on account of the software component of the embedded system. The power estimation of this component is a major concern due to the rising complexities of processors and the slow estimation tools. This work attempts to estimate the energy dissipation of the PR1900 processor based on instruction set model with improved accuracy. The model is integrated in a simulation framework and validated. Over 200 times speedup has been obtained with average 1.4% loss in accuracy over gate level estimation. Analysis of the energy dissipated by the instruction vis a vis the processor architecture has been carried out and a substantial reduction in the measurement effort to build the processor energy model has been achieved.;;;ISLPED '00
Conference Paper;Faustine A,Pereira L,Bousbiat H,Kulkarni S;UNet-NILM: A Deep Neural Network for Multi-Tasks Appliances State Detection and Power Estimation in NILM;;2020;;;84–88;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 5th International Workshop on Non-Intrusive Load Monitoring;Virtual Event, Japan;2020;9,78145E+12;;"https://doi.org/10.1145/3427771.3427859;http://dx.doi.org/10.1145/3427771.3427859";10.1145/3427771.3427859;Over the years, an enormous amount of research has been exploring Deep Neural Networks (DNN), particularly Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs) for estimating the energy consumption of appliances from a single point source such as smart meters - Non-Intrusive Load Monitoring (NILM). However, most of the existing DNNs models for NILM use a single-task learning approach in which a neural network is trained exclusively for each appliance. This strategy is computationally expensive and ignores the fact that multiple appliances can be active simultaneously and dependencies between them. In this work, we propose UNet-NILM for multi-task appliances' state detection and power estimation, applying a multi-label learning strategy and multi-target quantile regression. The UNet-NILM is a one-dimensional CNN based on the U-Net architecture initially proposed for image segmentation. Empirical evaluation on the UK-DALE dataset suggests promising performance against traditional single-task learning.;Quantile Regression, Non-Intrusive Load Monitoring, Multi-label Classification, Multi-task Learning, Deep Neural Networks, Convolutional Neural Networks, Energy Disaggregation;;NILM'20
Conference Paper;Kothiyal R,Tarasov V,Sehgal P,Zadok E;Energy and Performance Evaluation of Lossless File Data Compression on Server Systems;;2009;;;;Association for Computing Machinery;New York, NY, USA;;Proceedings of SYSTOR 2009: The Israeli Experimental Systems Conference;Haifa, Israel;2009;9,78161E+12;;"https://doi.org/10.1145/1534530.1534536;http://dx.doi.org/10.1145/1534530.1534536";10.1145/1534530.1534536;Data compression has been claimed to be an attractive solution to save energy consumption in high-end servers and data centers. However, there has not been a study to explore this. In this paper, we present a comprehensive evaluation of energy consumption for various file compression techniques implemented in software. We apply various compression tools available on Linux to a variety of data files, and we try them on server class and workstation class systems. We compare their energy and performance results against raw reads and writes. Our results reveal that software based data compression cannot be considered as a universal solution to reduce energy consumption. Various factors like the type of the data file, the compression tool being used, the read-to-write ratio of the workload, and the hardware configuration of the system impact the efficacy of this technique. In some cases, however, we found compression to save substantial energy and improve performance.;performance evaluation, storage, data compression, energy;;SYSTOR '09
Conference Paper;Loseu V,Mannil J,Jafari R;Lightweight Power Aware and Scalable Movement Monitoring for Wearable Computers: A Mining and Recognition Technique at the Fingertip of Sensors;;2011;;;;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 2nd Conference on Wireless Health;San Diego, California;2011;9,78145E+12;;"https://doi.org/10.1145/2077546.2077554;http://dx.doi.org/10.1145/2077546.2077554";10.1145/2077546.2077554;Activity monitoring using Body Sensor Networks(BSN) has gained much attention from the scientific community due to its recreational and medical applications. Suggested techniques for activity monitoring face two major problem. First, systems have to be trained for the individual subjects due to the heterogeneity of the BSN data. While most solutions can address this problem on a small data set, they have no mechanics for automatic scaling of the solution as the data set increases. Second, the battery limitations of the BSN severely limit the maximum deployment time for the continuous monitoring. This problem is often solved by shifting some processing to the local sensor nodes to avoid a very heavy communication cost. However, little work has been done to optimize the sensing and processing cost of the action recognition. In this paper, we propose an action recognition approach based on the BSN repository. We show how the information of a large repository can be automatically used to customize the processing on sensor nodes based on a limited and automated training process. We also investigate the power cost of such a repository mining approach on the sensor nodes based on our implementation. To assess the power requirement, we define an energy model for data sensing and processing. We demonstrate the relationship between the activity recognition precision and the power consumption of the system during continuous action monitoring. We demonstrate the energy effectiveness of our approach with a classification accuracy constraint based on limited data repository.;string templates, data mining, n-grams, power optimization, Patricia tree, body sensor networks;;WH '11
Conference Paper;Brandolese C,Fornaciari W,Pomante L,Salice F,Sciuto D;A Multi-Level Strategy for Software Power Estimation;;2000;;;187–192;IEEE Computer Society;USA;;Proceedings of the 13th International Symposium on System Synthesis;Madrid, Spain;2000;9,78158E+12;;;;In this paper a comprehensive methodology for software power estimation is presented. The methodology is supported by rigorous mathematical models of power consumption at three different levels of abstraction. The methodology has been validated in a complete framework developed within the TOSCA co-design environment.;;;ISSS '00
Conference Paper;Dunkels A,Osterlind F,Tsiftes N,He Z;Software-Based on-Line Energy Estimation for Sensor Nodes;;2007;;;28–32;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 4th Workshop on Embedded Networked Sensors;Cork, Ireland;2007;9,7816E+12;;"https://doi.org/10.1145/1278972.1278979;http://dx.doi.org/10.1145/1278972.1278979";10.1145/1278972.1278979;Energy is of primary importance in wireless sensor networks. By being able to estimate the energy consumption of the sensor nodes, applications and routing protocols are able to make informed decisions that increase the lifetime of the sensor network. However, it is in general not possible to measure the energy consumption on popular sensor node platforms. In this paper, we present and evaluate a software-based on-line energy estimation mechanism that estimates the energy consumption of a sensor node. We evaluate the mechanism by comparing the estimated energy consumption with the lifetime of capacitor-powered sensor nodes. By implementing and evaluating the X-MAC protocol, we show how software-based on-line energy estimation can be used to empirically evaluate the energy efficiency of sensor network protocols.;;;EmNets '07
Conference Paper;Nixon L,Ciesielski K,Philipp B;AI for Audience Prediction and Profiling to Power Innovative TV Content Recommendation Services;;2019;;;42–48;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 1st International Workshop on AI for Smart TV Content Production, Access and Delivery;Nice, France;2019;9,78145E+12;;"https://doi.org/10.1145/3347449.3357485;http://dx.doi.org/10.1145/3347449.3357485";10.1145/3347449.3357485;In contemporary TV audience prediction, outliers are considered mere anomalies in the otherwise cyclical trend and seasonality components that can be used to make predictions. In the ReTV project, we want to provide more accurate audience predictions in order to enable innovative services for TV content recommendation. This paper presents a concept for identifying the source of outliers and factoring TV content categories and the occurrence of events as additional features for training TV audience prediction. We show how this can improve the accuracy of the audience prediction. Finally, we outline how this work could also be combined with AI-enabled audience profiling to power new content recommendation services.;audience forecasting, viewer profiling, tv content recommendation, predictive analytics, prediction, audience segmentation;;AI4TV '19
Journal Article;Wu W,Jin L,Yang J,Liu P,Tan SX;Efficient Power Modeling and Software Thermal Sensing for Runtime Temperature Monitoring;ACM Trans. Des. Autom. Electron. Syst.;2008;12;3;;Association for Computing Machinery;New York, NY, USA;;;;2008-05;;1084-4309;"https://doi.org/10.1145/1255456.1255462;http://dx.doi.org/10.1145/1255456.1255462";10.1145/1255456.1255462;The evolution of microprocessors has been hindered by increasing power consumption and heat dissipation on die. An excessive amount of heat creates reliability problems, reduces the lifetime of a processor, and elevates the cost of cooling and packaging considerably. It is therefore imperative to be able to monitor the temperature variations across the die in a timely and accurate manner.Most current techniques rely on on-chip thermal sensors to report the temperature of the processor. Unfortunately, significant variation in chip temperature both spatially and temporally exposes the limitation of the sensors. We present a compensating approach to tracking chip temperature through an OS resident software module that generates live power and thermal profiles of the processor. We developed such a software thermal sensor (STS) in a Linux system with a Pentium 4 Northwood core. We employed highly efficient numerical methods in our model to minimize the overhead of temperature calculation. We also developed an efficient algorithm for functional unit power modeling. Our power and thermal models are calibrated and validated against on-chip sensor readings, thermal images of the Northwood heat spreader, and the thermometer measurements on the package. The resulting STS offers detailed power and temperature breakdowns of each functional unit at runtime, enabling more efficient online power and thermal monitoring and management at a higher level, such as the operating system.;Power, thermal;;
Conference Paper;Ahlendorf H,Göpfert L;Hardware/Software Design Challenges of Low-Power Sensor Nodes for Condition Monitoring;;2010;;;659;European Design and Automation Association;Leuven, BEL;;Proceedings of the Conference on Design, Automation and Test in Europe;Dresden, Germany;2010;9,78398E+12;;;;Structural Health Monitoring (SHM) is a new challenge in wireless sensor design. In our project we are proposing an ultra-sonic measurement system to find malfunctions within structures. Examples of such structures are aircraft bodies and the wings of a wind turbine. It is required to allow for long term monitoring from a single battery or even using energy scavenging techniques.;;;DATE '10
Conference Paper;Brandolese C,Corbetta S,Fornaciari W;Software Energy Estimation Based on Statistical Characterization of Intermediate Compilation Code;;2011;;;333–338;IEEE Press;Fukuoka, Japan;;Proceedings of the 17th IEEE/ACM International Symposium on Low-Power Electronics and Design;;2011;9,78161E+12;;;;Early estimation of embedded software power consumption is a critical issue that can determine the quality and, sometimes, the feasibility of a system. Architecture-specific, cycle-accurate simulators are valuable tools for fine-tuning performance of critical sections of the application but are often too slow for the simulation of entire systems. This paper proposes a fast and statistically accurate methodology to evaluate the energy performance of embedded software and describes the associated toolchain. The methodology is based on a static characterization of the target instruction set to allow estimation on an equivalent, target-independent intermediate code representation.;instruction-level characterization, software energy estimation;;ISLPED '11
Conference Paper;Scogland TR,Steffen CP,Wilde T,Parent F,Coghlan S,Bates N,Feng WC,Strohmaier E;A Power-Measurement Methodology for Large-Scale, High-Performance Computing;;2014;;;149–159;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 5th ACM/SPEC International Conference on Performance Engineering;Dublin, Ireland;2014;9,78145E+12;;"https://doi.org/10.1145/2568088.2576795;http://dx.doi.org/10.1145/2568088.2576795";10.1145/2568088.2576795;Improvement in the energy efficiency of supercomputers can be accelerated by improving the quality and comparability of efficiency measurements. The ability to generate accurate measurements at extreme scale are just now emerging. The realization of system-level measurement capabilities can be accelerated with a commonly adopted and high quality measurement methodology for use while running a workload, typically a benchmark. This paper describes a methodology that has been developed collaboratively through the Energy Efficient HPC Working Group to support architectural analysis and comparative measurements for rankings, such as the Top500 and Green500. To support measurements with varying amounts of effort and equipment required we present three distinct levels of measurement, which provide increasing levels of accuracy. Level 1 is similar to the Green500 run rules today, a single average power measurement extrapolated from a subset of a machine. Level 2 is more comprehensive, but still widely achievable. Level 3 is the most rigorous of the three methodologies but is only possible at a few sites. However, the Level 3 methodology generates a high quality result that exposes details that the other methodologies may miss. In addition, we present case studies from the Leibniz Supercomputing Centre (LRZ), Argonne National Laboratory (ANL) and Calcul Québec Université Laval that explore the benefits and difficulties of gathering high quality, system-level measurements on large-scale machines.;green500, top500, high-performance computing, datacenter, power-measurement methodology;;ICPE '14
Conference Paper;Kang K,Kim J,Shim H,Kyung CM;Software Power Estimation Using IPI(Inter-Prefetch Interval) Power Model for Advanced off-the-Shelf Processor;;2007;;;594–599;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 17th ACM Great Lakes Symposium on VLSI;Stresa-Lago Maggiore, Italy;2007;9,7816E+12;;"https://doi.org/10.1145/1228784.1228923;http://dx.doi.org/10.1145/1228784.1228923";10.1145/1228784.1228923;This paper addresses a problem of modeling the power consumption of advanced off-the-shelf processors. Unlike existing methods for processor power estimation, where the internal information of processor architecture such as activation of specfic modules such as pipeline stages, etc.) is available via simulation or runtime counters, power modeling method presented in this paper is to estimate the power consumption of complex off-the-shelf RISC processor without such a detailed information, only based on the information of the processor I/O signals (i.e memory access). To tackle this problem, we propose a new power model, called IPI(Instruction-Prefetch Interval) power model. The IPI represents the time interval between two consecutive instruction prefetchs. Our model has two major advantages. First, this model can consider prefetch mechanism. Most of advanced RISC processors have prefetch mechanism which makes processor power estimation difficult. IPI model is the first approach to model prefetch mechanism in processor power estimation. Second, this model can provide power variation in time and therefore it overcomes the limitation of previous work, such as instruction-level energy model. Experiments show that the proposed model yields 96% accuracy on theaverage in case of ARM1136JF-S test chip.;black-box power model, software power estimation, prefetch power model, processor power modeling, IPI power model;;GLSVLSI '07
Conference Paper;Milosevic M,Dzhagaryan A,Jovanov E,Milenkovi? A;An Environment for Automated Power Measurements on Mobile Computing Platforms;;2013;;;;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 51st ACM Southeast Conference;Savannah, Georgia;2013;9,78145E+12;;"https://doi.org/10.1145/2498328.2500064;http://dx.doi.org/10.1145/2498328.2500064";10.1145/2498328.2500064;Mobile computing devices such as smartphones, tablet computers, and e-readers have become the dominant personal computing platforms. Energy efficiency is a prime design requirement for mobile device manufacturers and smart application developers alike. Runtime power measurements on mobile platforms provide insights that can eventually lead to more energy-efficient operation. In this paper we describe mPowerProfile - an environment for automated power measurements of programs running on a mobile development platform. We discuss mPowerProfile's main functions and its utilization in several example studies based on the Pandaboard and Raspberry Pi platforms.;energy-efficiency, power profiling;;ACMSE '13
Conference Paper;Aasaraai K,Baniasadi A,Atoofian E;Computational and Storage Power Optimizations for the O-GEHL Branch Predictor;;2007;;;105–112;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 4th International Conference on Computing Frontiers;Ischia, Italy;2007;9,7816E+12;;"https://doi.org/10.1145/1242531.1242549;http://dx.doi.org/10.1145/1242531.1242549";10.1145/1242531.1242549;In recent years, highly accurate branch predictors have been proposed primarily for high performance processors. Unfortunately such predictors are extremely energy consuming and in some cases not practical as they come with excessive prediction latency. One example of such predictors is the O-GEHL predictor. To achieve high accuracy, O-GEHL relies on large tables and extensive computations and requires high energy and long prediction delay.In this work we propose power optimization techniques that aim at reducing both computational complexity and storage size for the O-GEHL predictor. We show that by eliminating unnecessary data from computations, we can reduce both predictor's energy consumption and delay. Moreover, we apply information theory findings to remove redundant storage, without any significant accuracy penalty. We reduce the dynamic and static power dissipated in the computational parts of the predictor by up to 74% and 65% respectively. Meantime we improve performance by up to 12% as we make faster prediction possible.;branch prediction, power-aware microarchitectures, O-GEHL;;CF '07
Conference Paper;Metz CA,Goli M,Drechsler R;Early Power Estimation of CUDA-Based CNNs on GPGPUs: Work-in-Progress;;2021;;;29–30;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 2021 International Conference on Hardware/Software Codesign and System Synthesis;Virtual Event;2021;9,78145E+12;;"https://doi.org/10.1145/3478684.3479255;http://dx.doi.org/10.1145/3478684.3479255";10.1145/3478684.3479255;The increasing application of Machine Learning (ML) techniques in the Internet of Things (IoT) devices has led designers to leverage ML accelerators like GPGPUs in such devices. However, choosing the most appropriate accelerator for such IoT devices is very challenging as they commonly should adhere to tight constraints e.g., low power consumption, long battery lifetime, and low cost of the final products. As a consequence, designing such application-specific IoT devices becomes a non-trivial and difficult task. In this paper, we present a novel approach to estimate power consumption of CUDA-based Convolutional Neural Networks (CNNs) on GPGPUs in the design phase. Our approach is able to provide designers with an early prediction of CNNs power consumption up to an absolute error of less than 2% in comparison to the real hardware execution.;;;CODES/ISSS '21
Conference Paper;Aggarwal K,Zhang C,Campbell JC,Hindle A,Stroulia E;The Power of System Call Traces: Predicting the Software Energy Consumption Impact of Changes;;2014;;;219–233;IBM Corp.;USA;;Proceedings of 24th Annual International Conference on Computer Science and Software Engineering;Markham, Ontario, Canada;2014;;;;;Battery is a critical resource for smartphones. Software developers as the builders and maintainers of applications, are responsible for updating and deploying energy efficient applications to end users. Unfortunately, the impact of software change on energy consumption is still unclear. Estimation based on software metrics has proved difficult. As energy consumption profiling requires special infrastructure, developers have difficulty assessing the impact of their actions on energy consumption. System calls are the interface between applications and the OS kernel and provide insight into how software utilizes hardware and software resources. As profiling system calls requires no specialized infrastructure, unlike energy consumption, it is much easier for the developers to track changes to system calls. Thus we relate software change to energy consumption by tracing the changes in an application's pattern of system call invocations. We find that significant changes to system call profiles often induce significant changes in energy consumption.;;;CASCON '14
Conference Paper;Metz CA,Goli M,Drechsler R;Towards Neural Hardware Search: Power Estimation of CNNs for GPGPUs with Dynamic Frequency Scaling;;2022;;;103–109;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 2022 ACM/IEEE Workshop on Machine Learning for CAD;Virtual Event, China;2022;9,78145E+12;;"https://doi.org/10.1145/3551901.3556481;http://dx.doi.org/10.1145/3551901.3556481";10.1145/3551901.3556481;Machine Learning (ML) algorithms are essential for emerging technologies such as autonomous driving and application-specific Internet of Things(IoT) devices. Convolutional Neural Network(CNN) is one of the major techniques used in such systems. This leads to leveraging ML accelerators like GPGPUs to meet the design constraints. However, GPGPUs have high power consumption, and selecting the most appropriate accelerator requires Design Space Exploration(DSE), which is usually time-consuming and needs high manual effort. Neural Hardware Search(NHS) is an upcoming approach to automate the DSE for Neural Networks. Therefore, automatic approaches for power, performance, and memory estimations are needed.In this paper, we present a novel approach, enabling designers to fast and accurately estimate the power consumption of CNNs inferencing on GPGPUs with Dynamic Frequency Scaling(DFS) in the early stages of the design process. The proposed approach uses static analysis for feature extraction and Random Forest Tree regression analysis for predictive model generation. Experimental results demonstrate that our approach can predict the CNNs power consumption with a Mean Absolute Percentage Error(MAPE) of 5.03% compared to the actual hardware.;machine learning, GPGPU, power estimation, neural hardware search, CNN;;MLCAD '22
Conference Paper;Kiertscher S,Schnor B;Scalability Evaluation of an Energy-Aware Resource Management System for Clusters of Web Servers;;2015;;;1–8;Society for Computer Simulation International;San Diego, CA, USA;;Proceedings of the International Symposium on Performance Evaluation of Computer and Telecommunication Systems;Chicago, Illinois;2015;9,78151E+12;;;;For green cluster computing resource management systems have to be energy-aware. CHERUB is such an energy-aware resource management system which works together with the Linux Virtual Server. Experiments in a small cluster setup with two nodes have shown the benefit of CHERUB. This paper presents necessary design changes to make CHERUB also work in big cluster setups. Our methodological approach is two-fold. First, we present unit measurements to evaluate the scaling of the re-implemented functions. Second, a cluster simulator is presented and validated which makes it possible to test CHERUB for backend clusters of arbitrary size.;cluster computing, energy efficiency, scalability studies, green-IT, energy awareness, simulation, integrated modeling and measurement;;Spects '15
Journal Article;Zhao Y,Li S,Hu S,Wang H,Yao S,Shao H,Abdelzaher T;An Experimental Evaluation of Datacenter Workloads on Low-Power Embedded Micro Servers;Proc. VLDB Endow.;2016;9;9;696–707;VLDB Endowment;;;;;2016-05;;2150-8097;"https://doi.org/10.14778/2947618.2947625;http://dx.doi.org/10.14778/2947618.2947625";10.14778/2947618.2947625;This paper presents a comprehensive evaluation of an ultra-low power cluster, built upon the Intel Edison based micro servers. The improved performance and high energy efficiency of micro servers have driven both academia and industry to explore the possibility of replacing conventional brawny servers with a larger swarm of embedded micro servers. Existing attempts mostly focus on mobile-class micro servers, whose capacities are similar to mobile phones. We, on the other hand, target on sensor-class micro servers, which are originally intended for uses in wearable technologies, sensor networks, and Internet-of-Things. Although sensor-class micro servers have much less capacity, they are touted for minimal power consumption (< 1 Watt), which opens new possibilities of achieving higher energy efficiency in datacenter workloads. Our systematic evaluation of the Edison cluster and comparisons to conventional brawny clusters involve careful workload choosing and laborious parameter tuning, which ensures maximum server utilization and thus fair comparisons. Results show that the Edison cluster achieves up to 3.5x improvement on work-done-per-joule for web service applications and data-intensive MapReduce jobs. In terms of scalability, the Edison cluster scales linearly on the throughput of web service workloads, and also shows satisfactory scalability for MapReduce workloads despite coordination overhead.;;;
Conference Paper;Amsel N,Tomlinson B;Green Tracker: A Tool for Estimating the Energy Consumption of Software;;2010;;;3337–3342;Association for Computing Machinery;New York, NY, USA;;CHI '10 Extended Abstracts on Human Factors in Computing Systems;Atlanta, Georgia, USA;2010;9,78161E+12;;"https://doi.org/10.1145/1753846.1753981;http://dx.doi.org/10.1145/1753846.1753981";10.1145/1753846.1753981;The energy consumption of computers has become an important environmental issue. This paper describes the development of Green Tracker, a tool that estimates the energy consumption of software in order to help concerned users make informed decisions about the software they use. We present preliminary results gathered from this system's initial usage. Ultimately the information gathered from this tool will be used to raise awareness and help make the energy consumption of software a more central concern among software developers.;green computing, software, sustainability, green it;;CHI EA '10
Conference Paper;Huijgens H,Lamping R,Stevens D,Rothengatter H,Gousios G,Romano D;Strong Agile Metrics: Mining Log Data to Determine Predictive Power of Software Metrics for Continuous Delivery Teams;;2017;;;866–871;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering;Paderborn, Germany;2017;9,78145E+12;;"https://doi.org/10.1145/3106237.3117779;http://dx.doi.org/10.1145/3106237.3117779";10.1145/3106237.3117779;ING Bank, a large Netherlands-based internationally operating bank, implemented a fully automated continuous delivery pipe-line for its software engineering activities in more than 300 teams, that perform more than 2500 deployments to production each month on more than 750 different applications. Our objective is to examine how strong metrics for agile (Scrum) DevOps teams can be set in an iterative fashion. We perform an exploratory case study that focuses on the classification based on predictive power of software metrics, in which we analyze log data derived from two initial sources within this pipeline. We analyzed a subset of 16 metrics from 59 squads. We identified two lagging metrics and assessed four leading metrics to be strong.;Software Economics, Continuous Delivery, Data Mining, Agile Metrics, DevOps, Prediction Modelling, Scrum, Software Analytics;;ESEC/FSE 2017
Conference Paper;Estrin G,Muntz RR,Uzgalis RC;Modeling, Measurement and Computer Power;;1971;;;725–738;Association for Computing Machinery;New York, NY, USA;;Proceedings of the May 16-18, 1972, Spring Joint Computer Conference;Atlantic City, New Jersey;1971;9,78145E+12;;"https://doi.org/10.1145/1478873.1478967;http://dx.doi.org/10.1145/1478873.1478967";10.1145/1478873.1478967;"Since the early 1960s the literature reveals increasing concern with effectiveness of information processing systems and our ability to predict influences of system parameters. A recent survey paper discusses methods of performance evaluation related to three practical goals: selection of the best among several existing systems; design of a not-yet existing system; and analysis of an existing accessible system. The classification of goals is useful, but we can point to neither the models nor the measures nor the measurement tools to allow reliable judgments with respect to those three important goals at this time.";;;AFIPS '72 (Spring)
Conference Paper;Nguyen QH,Dressler F;The Accuracy of Android Energy Measurements for Offloading Computational Expensive Tasks: Poster;;2016;;;393–394;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 17th ACM International Symposium on Mobile Ad Hoc Networking and Computing;Paderborn, Germany;2016;9,78145E+12;;"https://doi.org/10.1145/2942358.2942412;http://dx.doi.org/10.1145/2942358.2942412";10.1145/2942358.2942412;Computational offloading from smartphones into the cloud has proved to be one of useful approaches for improving energy efficiency. To assess the benefit of offloading and decide the most suitable offloading strategies, it is essential to account the energy consumption of smartphones. In this paper, we investigate the accuracy and capabilities of the Android smart battery interface. For comparison, we measure the energy consumption using an oscilloscope. We experimentally investigate the energy consumption of different applications on a modern smartphones including local computation and network communication over WiFi. Our results show that both of methods bring high accuracy. Our work builds the basis for next generation offloading algorithms.;offloading, energy measurement, smartphone;;MobiHoc '16
Conference Paper;Caiazza C,Luconi V,Vecchio A;Saving Energy on Smartphones through Edge Computing: An Experimental Evaluation;;2022;;;20–25;Association for Computing Machinery;New York, NY, USA;;Proceedings of the ACM SIGCOMM Workshop on Networked Sensing Systems for a Sustainable Society;Amsterdam, Netherlands;2022;9,78145E+12;;"https://doi.org/10.1145/3538393.3544935;http://dx.doi.org/10.1145/3538393.3544935";10.1145/3538393.3544935;Edge computing is a network architecture in which computing and storage capabilities are moved at the fringes of the Internet, close to the end-users. The main goal of edge computing is to enable responsive services, thanks to much shorter paths compared to the ones encountered when communicating with remotely positioned cloud servers. In this paper, we report experimental results concerning an overlooked benefit of edge computing: energy is saved on client devices. We carried out an experimental evaluation using both software-based and hardware-based energy estimation methods. Results show that, for HTTP-based communication, the lifetime of a device can be extended significantly when using the edge instead of a remote cloud.;energy consumption, edge computing, LTE;;NET4us '22
Conference Paper;Rodriguez Arreola A,Balsamo D,Das AK,Weddell AS,Brunelli D,Al-Hashimi BM,Merrett GV;Approaches to Transient Computing for Energy Harvesting Systems: A Quantitative Evaluation;;2015;;;3–8;Association for Computing Machinery;New York, NY, USA;;Proceedings of the 3rd International Workshop on Energy Harvesting & Energy Neutral Sensing Systems;Seoul, South Korea;2015;9,78145E+12;;"https://doi.org/10.1145/2820645.2820652;http://dx.doi.org/10.1145/2820645.2820652";10.1145/2820645.2820652;Systems operating from harvested sources typically integrate batteries or supercapacitors to smooth out rapid changes in harvester output. However, such energy storage devices require time for charging and increase the size, mass and cost of the system. A recent approach to address this is to power systems directly from the harvester output, termed transient computing. To solve the problem of having to restart computation from the start due to power-cycles, a number of techniques have been proposed to deal with transient power sources. In this paper, we quantitatively evaluate three state-of-the-art approaches on a Texas Instruments MSP430 microcontroller characterizing the application scenarios where each performs best. Finally, recommendations are provided to system designers for selecting the most suitable approach.;wind turbines, quickrecall, IoT, transient computing, checkpoint, energy harvesting, photo voltaic cells, mementos, hibernus;;ENSsys '15
Conference Paper;Symeonidis AL,Gountis VP,Andreou GT;A Software Agent Framework for Exploiting Demand-Side Consumer Social Networks in Power Systems;;2011;;;30–33;IEEE Computer Society;USA;;Proceedings of the 2011 IEEE/WIC/ACM International Conferences on Web Intelligence and Intelligent Agent Technology - Volume 02;;2011;9,78077E+12;;"https://doi.org/10.1109/WI-IAT.2011.245;http://dx.doi.org/10.1109/WI-IAT.2011.245";10.1109/WI-IAT.2011.245;This work introduces Energy City, a multi-agent framework designed and developed in order to simulate the power system and explore the potential of Consumer Social Networks (CSNs) as a means to promote demand-side response and raise social awareness towards energy consumption. The power system with all its involved actors (Consumers, Producers, Electricity Suppliers, Transmission and Distribution Operators) and their requirements are modeled. The semantic infrastructure for the formation and analysis of electricity CSNs is discussed, and the basic consumer attributes and CSN functionality are identified. Authors argue that the formation of such CSNs is expected to increase the electricity consumer market power by enabling them to act in a collective way.;Consumer Social Networks, Power system simulation framework, Multiagent modeling;;WI-IAT '11
Conference Paper;Verdecchia R,Procaccianti G,Malavolta I,Lago P,Koedijk J;Estimating Energy Impact of Software Releases and Deployment Strategies: The KPMG Case Study;;2017;;;257–266;IEEE Press;Markham, Ontario, Canada;;Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement;;2017;9,78151E+12;;"https://doi.org/10.1109/ESEM.2017.39;http://dx.doi.org/10.1109/ESEM.2017.39";10.1109/ESEM.2017.39;Background. Often motivated by optimization objectives, software products are characterized by different subsequent releases and deployed through different strategies. The impact of these two aspects of software on energy consumption has still to be completely understood and can be improved by carrying out ad-hoc analyses for specific software products.Aims. In this research we report on an industrial collaboration aiming at assessing the different impact that releases and deployment strategies of a software product can have on the energy consumption of its underlying hardware infrastructure.Method. We designed and performed an empirical experiment in a controlled environment. Deployment strategies, releases and use case scenarios of an industrial third-party software product were adopted as experimental factors. The use case scenarios were used as a blocking factor and adopted to dynamically load-test the software product. Power consumption and execution time were selected as response variables to measure the energy consumption.Results. We observed that both deployment strategies and software releases significantly influence the energy consumption of the hardware infrastructure. A strong interaction between the two factors was identified. The impact of such interaction highly varied depending on which use case scenario was considered, making the identification of the most frequently adopted use case scenario critical for energy optimisation. The collaboration between industry and academia has been productive for both parties, even if some practitioners manifested low interest/awareness on software energy efficiency.Conclusions. For the software product considered there is no absolute preferable release or deployment strategy with respect to energy efficiency, as the interaction of these factors has to be considered. The number of machines involved in a software deployment strategy does not simply constitute an additive effect of the energy consumption of the underlying hardware infrastructure.;energy, software releases, deployment;;ESEM '17
